,Age (decade),Education Years,Income,Gender,Income Binary
29769,40.0,>12, >50K, Male,1
19862,30.0,>12, <=50K, Male,0
21284,30.0,7, <=50K, Male,0
15944,60.0,>12, >50K, Male,1
23745,40.0,6, >50K, Male,1
7889,20.0,12, <=50K, Female,1
10084,30.0,12, <=50K, Female,0
11642,10.0,9, <=50K, Male,0
9114,40.0,10, <=50K, Male,0
8415,20.0,>12, <=50K, Female,0
23513,20.0,11, <=50K, Female,1
23482,40.0,9, <=50K, Male,0
2348,60.0,8, >50K, Male,1
18755,50.0,6, <=50K, Male,0
25103,30.0,12, <=50K, Male,0
2051,50.0,>12, >50K, Male,0
7232,40.0,9, <=50K, Female,1
13528,40.0,>12, >50K, Male,1
10261,50.0,>12, <=50K, Female,1
24843,40.0,9, <=50K, Male,0
17333,50.0,9, <=50K, Male,0
20826,>=70,>12, <=50K, Male,0
643,30.0,10, >50K, Male,1
28688,20.0,10, <=50K, Female,0
28333,60.0,9, <=50K, Female,0
16630,40.0,>12, <=50K, Female,0
12518,60.0,>12, <=50K, Male,0
11899,30.0,>12, <=50K, Male,0
31770,30.0,9, <=50K, Female,0
13440,20.0,10, <=50K, Female,0
23721,20.0,>12, >50K, Male,1
6017,30.0,9, >50K, Male,1
3366,30.0,8, <=50K, Male,0
24380,30.0,>12, >50K, Male,0
6162,20.0,9, <=50K, Female,0
3253,30.0,9, <=50K, Male,0
29257,40.0,8, <=50K, Female,0
13599,30.0,>12, >50K, Male,0
15170,20.0,10, <=50K, Male,0
2930,20.0,10, <=50K, Female,0
19398,30.0,>12, <=50K, Female,0
11080,40.0,>12, >50K, Male,1
3289,40.0,8, <=50K, Male,0
5944,30.0,>12, >50K, Male,1
17048,60.0,>12, <=50K, Female,1
28869,50.0,>12, <=50K, Female,0
11428,60.0,10, >50K, Male,1
23890,40.0,>12, >50K, Female,1
20798,40.0,10, <=50K, Male,0
8506,20.0,10, >50K, Male,0
21426,30.0,10, <=50K, Female,0
7908,30.0,9, <=50K, Female,0
30856,50.0,<6, <=50K, Male,0
4371,20.0,9, <=50K, Male,0
12733,20.0,9, <=50K, Female,0
4312,30.0,>12, >50K, Male,1
9778,60.0,<6, <=50K, Male,0
3090,40.0,10, <=50K, Female,0
24318,30.0,9, <=50K, Male,0
10623,30.0,10, <=50K, Female,0
15448,20.0,>12, <=50K, Male,0
10448,60.0,10, <=50K, Female,0
3364,20.0,10, <=50K, Female,0
13287,30.0,>12, >50K, Male,0
30057,>=70,9, <=50K, Male,0
28120,30.0,9, <=50K, Male,0
13728,30.0,9, <=50K, Female,0
22358,40.0,6, <=50K, Female,1
27595,50.0,12, >50K, Male,1
23658,40.0,10, <=50K, Male,0
10079,50.0,>12, >50K, Male,1
5290,40.0,10, >50K, Male,1
9543,20.0,9, <=50K, Male,0
31135,40.0,10, <=50K, Male,0
13675,50.0,>12, >50K, Male,0
7750,20.0,9, <=50K, Male,0
24189,20.0,8, <=50K, Male,0
656,>=70,<6, <=50K, Female,1
30020,40.0,10, <=50K, Male,0
14371,40.0,10, >50K, Male,1
18942,10.0,9, <=50K, Male,0
22100,30.0,9, <=50K, Male,0
19098,40.0,9, <=50K, Male,0
8355,30.0,7, <=50K, Male,0
637,30.0,>12, >50K, Male,1
32366,40.0,9, <=50K, Female,0
3888,40.0,9, <=50K, Male,0
1469,40.0,12, >50K, Male,1
8596,40.0,>12, <=50K, Female,1
27749,10.0,10, <=50K, Male,0
13341,60.0,9, <=50K, Female,0
24662,40.0,>12, >50K, Male,1
248,40.0,12, >50K, Male,1
10403,20.0,8, <=50K, Male,0
19105,40.0,10, >50K, Male,1
18628,40.0,9, <=50K, Female,0
32354,30.0,11, <=50K, Female,0
10731,30.0,11, <=50K, Male,0
7131,20.0,>12, >50K, Female,1
31820,30.0,<6, <=50K, Male,0
32002,30.0,12, <=50K, Male,0
18467,40.0,8, <=50K, Female,1
9545,40.0,9, <=50K, Female,1
25417,20.0,10, <=50K, Male,0
24080,40.0,10, <=50K, Female,0
25495,30.0,<6, <=50K, Male,0
105,30.0,9, >50K, Male,1
10106,30.0,9, <=50K, Male,0
5216,20.0,>12, <=50K, Male,0
9607,20.0,7, <=50K, Female,0
2173,50.0,<6, <=50K, Male,0
10744,30.0,9, <=50K, Male,0
19040,40.0,9, <=50K, Female,0
21983,30.0,>12, >50K, Male,1
6432,20.0,11, <=50K, Male,0
316,>=70,10, <=50K, Male,0
16535,20.0,>12, <=50K, Male,0
11530,20.0,>12, >50K, Male,0
2275,20.0,10, <=50K, Male,0
674,50.0,9, >50K, Male,1
20308,20.0,9, <=50K, Male,0
2465,30.0,9, >50K, Male,1
17662,30.0,>12, <=50K, Male,0
18811,40.0,7, <=50K, Female,0
11272,40.0,10, >50K, Male,1
13822,30.0,11, <=50K, Male,0
21122,20.0,10, <=50K, Female,0
27837,40.0,9, >50K, Male,0
15316,30.0,10, <=50K, Female,0
11476,20.0,>12, <=50K, Male,0
5577,50.0,10, <=50K, Male,0
9308,50.0,>12, <=50K, Male,0
24201,50.0,9, >50K, Male,1
20987,50.0,9, >50K, Male,1
29606,20.0,9, <=50K, Male,0
19109,20.0,7, <=50K, Female,0
2891,>=70,11, <=50K, Female,1
19016,30.0,6, <=50K, Male,0
23310,50.0,>12, >50K, Male,1
30023,10.0,10, <=50K, Female,0
16053,50.0,>12, >50K, Male,1
27493,20.0,10, <=50K, Male,0
6024,50.0,9, >50K, Male,0
8666,20.0,9, >50K, Male,1
18153,30.0,>12, >50K, Female,1
32145,20.0,9, <=50K, Male,0
11717,40.0,>12, >50K, Male,1
3383,40.0,11, <=50K, Male,0
4057,30.0,11, <=50K, Female,0
27167,10.0,6, <=50K, Male,0
5538,30.0,>12, >50K, Male,1
1915,40.0,>12, >50K, Male,1
25101,30.0,10, <=50K, Male,0
6246,20.0,10, <=50K, Male,0
4496,40.0,11, <=50K, Male,0
5860,20.0,9, <=50K, Male,0
26847,40.0,>12, <=50K, Male,0
26119,10.0,6, <=50K, Male,0
14991,30.0,9, >50K, Male,1
31096,50.0,>12, >50K, Male,1
7147,40.0,>12, >50K, Male,1
12786,20.0,10, <=50K, Female,0
16473,40.0,9, <=50K, Female,0
6239,40.0,10, <=50K, Female,0
14726,30.0,>12, >50K, Male,1
29383,40.0,10, <=50K, Male,0
22856,60.0,10, <=50K, Male,0
17795,60.0,6, <=50K, Female,0
31196,50.0,10, <=50K, Male,0
26292,40.0,10, <=50K, Female,0
3588,>=70,10, <=50K, Female,0
5389,40.0,9, <=50K, Male,0
32112,30.0,>12, <=50K, Male,0
26335,20.0,>12, <=50K, Male,0
13898,40.0,9, <=50K, Female,1
5923,40.0,9, <=50K, Male,0
20387,30.0,>12, >50K, Male,1
19576,40.0,6, >50K, Male,0
6481,40.0,>12, <=50K, Female,0
26512,60.0,>12, <=50K, Male,0
23042,20.0,6, <=50K, Male,0
29911,50.0,10, <=50K, Female,0
10302,20.0,9, <=50K, Male,0
14448,20.0,9, <=50K, Female,1
17290,30.0,9, <=50K, Male,0
13110,30.0,10, <=50K, Female,1
25183,20.0,9, <=50K, Male,0
1468,20.0,11, <=50K, Male,0
12050,50.0,>12, <=50K, Female,1
28205,20.0,>12, <=50K, Male,0
9507,20.0,9, <=50K, Male,0
8981,40.0,>12, >50K, Male,1
23354,>=70,>12, >50K, Male,1
2460,30.0,11, >50K, Male,1
21069,20.0,9, <=50K, Male,0
24666,30.0,9, >50K, Male,1
28121,20.0,9, <=50K, Male,0
16746,20.0,10, <=50K, Female,0
29859,50.0,>12, <=50K, Male,0
1598,10.0,7, <=50K, Male,0
3729,20.0,9, <=50K, Female,0
28300,40.0,12, >50K, Male,1
32014,20.0,>12, <=50K, Female,0
12808,40.0,10, <=50K, Female,0
4432,40.0,12, <=50K, Male,0
19515,>=70,9, <=50K, Female,0
13277,20.0,9, <=50K, Male,0
12220,50.0,>12, >50K, Female,1
12194,50.0,9, >50K, Male,1
17774,30.0,9, <=50K, Female,0
16365,60.0,8, <=50K, Female,1
20128,40.0,9, <=50K, Male,0
11360,50.0,<6, <=50K, Male,0
2956,60.0,>12, >50K, Male,1
25505,20.0,12, <=50K, Female,0
19549,40.0,9, >50K, Male,1
23137,40.0,6, <=50K, Male,0
5481,10.0,6, <=50K, Female,0
18401,40.0,>12, >50K, Female,1
24502,40.0,>12, <=50K, Male,0
23222,50.0,9, >50K, Male,1
12032,40.0,<6, <=50K, Male,0
25122,40.0,9, <=50K, Male,0
31750,40.0,>12, >50K, Male,1
27361,20.0,10, <=50K, Male,0
4701,30.0,6, <=50K, Male,0
6127,50.0,10, <=50K, Female,0
24377,20.0,9, <=50K, Female,0
24520,20.0,>12, <=50K, Male,0
17444,20.0,>12, <=50K, Female,0
799,40.0,>12, >50K, Male,1
6734,30.0,9, <=50K, Female,0
16823,30.0,10, >50K, Male,0
17679,30.0,12, <=50K, Female,0
3511,50.0,<6, <=50K, Female,0
25077,20.0,9, <=50K, Male,0
5921,30.0,9, <=50K, Female,0
5230,20.0,10, <=50K, Male,0
12620,40.0,>12, >50K, Male,1
2997,30.0,9, <=50K, Female,0
17288,40.0,9, <=50K, Male,0
4161,30.0,<6, <=50K, Male,0
23887,20.0,>12, <=50K, Female,0
19813,30.0,>12, >50K, Male,0
26750,20.0,9, <=50K, Female,0
6743,30.0,10, <=50K, Male,0
10903,30.0,9, <=50K, Female,0
17225,40.0,7, <=50K, Male,0
24384,50.0,11, >50K, Male,0
25111,30.0,7, <=50K, Female,0
3044,20.0,9, <=50K, Male,0
18323,40.0,>12, >50K, Female,1
26407,50.0,<6, <=50K, Male,0
28544,60.0,9, <=50K, Female,0
12227,20.0,12, <=50K, Female,0
11220,>=70,9, <=50K, Male,0
10724,20.0,>12, <=50K, Female,0
29415,40.0,9, >50K, Male,1
12802,10.0,6, <=50K, Female,0
16882,30.0,9, <=50K, Male,0
22802,40.0,10, <=50K, Male,0
26152,20.0,10, <=50K, Male,0
5498,40.0,>12, <=50K, Female,0
5180,30.0,>12, <=50K, Female,0
23336,>=70,9, <=50K, Male,0
1919,30.0,>12, <=50K, Female,0
28708,20.0,9, <=50K, Female,1
27320,20.0,9, <=50K, Female,0
28153,60.0,>12, >50K, Female,1
10755,20.0,10, <=50K, Female,0
7669,50.0,9, <=50K, Male,0
28505,30.0,10, <=50K, Male,0
23802,40.0,10, <=50K, Female,1
10383,30.0,10, <=50K, Male,0
23918,20.0,8, <=50K, Female,1
4736,20.0,9, >50K, Male,1
9239,10.0,8, <=50K, Female,0
17116,40.0,>12, >50K, Male,1
17987,50.0,9, <=50K, Male,0
9231,30.0,<6, <=50K, Male,0
2065,30.0,9, <=50K, Female,0
28805,60.0,10, >50K, Female,1
17819,30.0,>12, <=50K, Female,0
11469,30.0,9, >50K, Male,1
19542,40.0,9, <=50K, Male,0
1449,40.0,10, >50K, Male,1
29228,50.0,10, >50K, Male,1
30720,50.0,9, <=50K, Male,0
25583,20.0,>12, <=50K, Female,0
9642,60.0,9, <=50K, Male,0
10126,10.0,10, <=50K, Male,0
18630,10.0,8, <=50K, Male,0
13344,20.0,9, <=50K, Female,1
13734,20.0,9, <=50K, Female,0
11483,50.0,10, >50K, Male,1
6530,40.0,9, >50K, Male,1
14493,30.0,11, <=50K, Female,0
2372,>=70,6, <=50K, Male,0
1877,40.0,>12, <=50K, Male,0
1367,50.0,11, <=50K, Female,0
2766,30.0,9, <=50K, Male,0
3570,30.0,6, <=50K, Male,0
10882,30.0,9, >50K, Male,1
28740,>=70,10, >50K, Male,1
29061,30.0,11, >50K, Male,1
16326,50.0,>12, >50K, Male,1
20821,50.0,9, <=50K, Female,1
17651,30.0,9, <=50K, Male,0
4000,60.0,>12, <=50K, Male,0
28243,30.0,>12, >50K, Male,1
11398,40.0,9, >50K, Male,1
23526,20.0,9, <=50K, Male,0
24742,20.0,9, >50K, Male,1
8069,50.0,<6, >50K, Male,1
25389,20.0,>12, <=50K, Male,0
15952,10.0,>12, <=50K, Female,1
26488,30.0,>12, >50K, Female,1
28573,20.0,9, <=50K, Male,0
17330,40.0,>12, >50K, Male,1
23477,20.0,10, <=50K, Female,0
9462,20.0,10, <=50K, Male,0
2142,50.0,10, <=50K, Female,0
12564,60.0,6, >50K, Male,1
13726,40.0,10, <=50K, Female,0
16330,30.0,>12, <=50K, Male,0
10239,20.0,>12, <=50K, Female,0
7275,40.0,>12, >50K, Female,1
3532,30.0,6, <=50K, Male,0
2217,40.0,>12, >50K, Male,1
13343,50.0,>12, >50K, Male,1
21499,30.0,10, <=50K, Male,0
953,10.0,9, <=50K, Female,0
28536,30.0,>12, >50K, Male,1
14154,40.0,9, >50K, Male,1
12308,20.0,9, <=50K, Female,0
5051,50.0,10, >50K, Male,1
29479,30.0,9, <=50K, Male,0
18090,20.0,9, <=50K, Male,0
31455,40.0,>12, <=50K, Male,0
25014,20.0,10, <=50K, Female,0
28214,30.0,9, >50K, Male,1
4666,40.0,9, <=50K, Male,0
16834,20.0,>12, <=50K, Female,0
17883,20.0,10, <=50K, Female,0
5263,20.0,10, <=50K, Female,0
19645,40.0,>12, <=50K, Male,0
15269,60.0,9, <=50K, Female,0
25410,40.0,7, <=50K, Female,0
19818,20.0,10, <=50K, Male,0
12302,30.0,9, <=50K, Male,0
22339,30.0,<6, <=50K, Male,0
11424,20.0,10, <=50K, Male,0
226,60.0,7, <=50K, Female,1
18753,10.0,10, <=50K, Female,0
20678,10.0,10, <=50K, Male,0
18070,30.0,9, <=50K, Female,0
12707,50.0,9, <=50K, Male,0
2462,60.0,>12, >50K, Male,1
9668,30.0,8, <=50K, Male,0
31539,40.0,7, <=50K, Female,0
20716,50.0,<6, <=50K, Female,1
26381,50.0,9, <=50K, Male,0
29951,10.0,7, <=50K, Female,0
8141,10.0,10, <=50K, Female,0
3445,40.0,>12, >50K, Male,1
22657,50.0,9, <=50K, Male,0
9832,40.0,9, <=50K, Male,0
13364,40.0,9, <=50K, Male,0
886,20.0,>12, <=50K, Male,0
10390,60.0,9, <=50K, Male,0
9552,40.0,>12, <=50K, Male,0
9840,20.0,9, <=50K, Female,0
21202,20.0,10, <=50K, Female,0
10663,40.0,12, <=50K, Male,0
3703,20.0,10, <=50K, Male,0
17355,20.0,11, <=50K, Male,0
23304,60.0,9, >50K, Female,1
19546,20.0,8, <=50K, Male,0
24832,20.0,>12, <=50K, Male,0
30614,20.0,11, <=50K, Female,0
19774,20.0,>12, <=50K, Female,1
24802,10.0,7, <=50K, Male,0
14035,30.0,11, <=50K, Male,0
12401,20.0,9, <=50K, Male,0
25346,30.0,7, <=50K, Male,0
31702,40.0,10, <=50K, Male,0
10951,30.0,>12, >50K, Female,1
7857,30.0,>12, <=50K, Female,0
19157,20.0,9, <=50K, Male,0
2066,40.0,9, >50K, Male,1
10387,40.0,10, <=50K, Male,0
27259,60.0,>12, <=50K, Male,0
28842,50.0,<6, <=50K, Male,0
18241,>=70,11, >50K, Male,1
30930,20.0,9, <=50K, Female,0
20706,40.0,>12, <=50K, Female,0
30288,40.0,9, <=50K, Female,0
27256,10.0,9, <=50K, Female,1
29348,20.0,9, <=50K, Male,0
13527,40.0,9, >50K, Male,1
18270,20.0,11, >50K, Female,1
26977,>=70,11, >50K, Female,1
19202,40.0,10, >50K, Female,1
15763,20.0,9, <=50K, Male,0
9896,20.0,10, <=50K, Male,0
30603,20.0,9, <=50K, Male,0
24219,40.0,9, <=50K, Male,0
9951,30.0,9, <=50K, Female,0
2851,20.0,10, <=50K, Female,0
10030,30.0,8, <=50K, Male,0
15265,50.0,9, <=50K, Female,1
26673,50.0,9, <=50K, Male,0
25627,30.0,9, >50K, Male,0
15980,20.0,10, <=50K, Female,0
31538,>=70,>12, <=50K, Male,0
4443,40.0,9, >50K, Male,1
30391,50.0,>12, >50K, Male,1
17278,20.0,10, <=50K, Male,0
18884,20.0,>12, <=50K, Male,0
24813,>=70,>12, <=50K, Male,0
25282,60.0,<6, <=50K, Male,0
26951,60.0,9, <=50K, Female,1
21807,20.0,10, <=50K, Female,0
21894,30.0,>12, >50K, Male,1
2347,10.0,<6, <=50K, Male,0
18000,20.0,9, <=50K, Male,0
18904,20.0,>12, <=50K, Female,0
23142,60.0,12, <=50K, Female,0
30597,40.0,>12, <=50K, Female,1
16047,20.0,8, <=50K, Male,0
20946,30.0,9, >50K, Male,1
30745,20.0,10, <=50K, Female,0
30657,40.0,>12, >50K, Male,1
32530,30.0,>12, >50K, Female,1
7354,60.0,>12, <=50K, Male,0
26666,10.0,10, <=50K, Female,0
25929,30.0,8, <=50K, Female,1
3173,20.0,10, <=50K, Female,0
9611,10.0,10, <=50K, Female,0
13314,30.0,9, <=50K, Female,0
2907,30.0,9, <=50K, Female,0
23817,30.0,>12, <=50K, Male,0
2422,20.0,7, <=50K, Male,0
25931,20.0,10, <=50K, Female,0
31612,20.0,9, <=50K, Male,0
1063,20.0,>12, <=50K, Female,1
28072,40.0,>12, >50K, Male,1
20843,50.0,10, >50K, Female,1
5020,10.0,10, <=50K, Female,0
20582,50.0,>12, <=50K, Male,0
2835,10.0,7, <=50K, Female,0
28236,10.0,9, <=50K, Female,0
28462,20.0,>12, <=50K, Male,0
2734,30.0,9, >50K, Male,1
15550,30.0,>12, <=50K, Male,0
28945,10.0,6, <=50K, Female,0
10145,20.0,>12, >50K, Male,0
27783,20.0,10, <=50K, Female,0
27061,40.0,10, <=50K, Male,0
6056,50.0,9, <=50K, Female,1
5405,50.0,10, >50K, Male,1
10728,60.0,9, <=50K, Female,0
5553,10.0,7, <=50K, Male,0
8983,50.0,<6, <=50K, Male,0
6750,30.0,>12, <=50K, Male,0
19111,20.0,10, <=50K, Female,0
2706,20.0,9, <=50K, Male,0
10577,60.0,<6, <=50K, Female,0
6459,20.0,9, <=50K, Male,0
15337,30.0,9, <=50K, Male,0
27676,30.0,9, <=50K, Male,0
29610,60.0,6, <=50K, Female,0
21927,30.0,10, >50K, Female,1
11649,20.0,10, <=50K, Male,0
16607,40.0,>12, >50K, Male,1
1360,30.0,9, <=50K, Male,0
18424,30.0,9, <=50K, Female,0
24624,40.0,10, <=50K, Female,0
12881,10.0,7, <=50K, Male,0
18670,30.0,9, <=50K, Male,0
26816,50.0,10, >50K, Male,1
1655,40.0,>12, >50K, Male,1
17815,40.0,10, <=50K, Male,0
10462,20.0,9, <=50K, Female,0
27688,10.0,7, <=50K, Female,0
8344,20.0,9, <=50K, Female,0
16263,40.0,9, <=50K, Male,0
8075,20.0,>12, <=50K, Male,0
29682,30.0,>12, <=50K, Female,0
24418,20.0,10, <=50K, Male,0
25487,30.0,6, <=50K, Male,0
18671,40.0,6, <=50K, Male,0
21350,10.0,7, <=50K, Male,0
16961,20.0,>12, >50K, Male,1
10304,30.0,>12, <=50K, Male,0
31822,30.0,9, <=50K, Female,0
9164,>=70,>12, <=50K, Male,0
29217,20.0,9, <=50K, Male,0
14554,50.0,>12, >50K, Male,1
13188,10.0,9, <=50K, Male,0
7811,40.0,>12, >50K, Male,1
20311,30.0,<6, >50K, Male,1
973,30.0,9, <=50K, Male,0
3470,60.0,6, <=50K, Male,0
5669,30.0,9, >50K, Male,1
31780,60.0,10, <=50K, Male,0
15932,50.0,>12, >50K, Male,1
28326,40.0,>12, <=50K, Female,1
29883,20.0,>12, >50K, Female,1
4131,40.0,10, >50K, Male,1
10747,50.0,10, <=50K, Female,1
8100,20.0,10, <=50K, Female,0
4463,40.0,9, <=50K, Female,0
89,40.0,>12, >50K, Female,1
13607,20.0,10, <=50K, Male,0
14269,30.0,9, >50K, Male,0
4524,60.0,6, <=50K, Male,0
20373,20.0,9, <=50K, Male,0
23122,30.0,10, <=50K, Male,0
830,40.0,7, <=50K, Male,0
7881,20.0,10, <=50K, Female,0
21451,50.0,>12, >50K, Male,1
25918,40.0,>12, <=50K, Female,1
18545,30.0,9, <=50K, Male,0
18134,20.0,9, <=50K, Male,0
11850,40.0,>12, >50K, Male,1
21647,30.0,11, >50K, Male,0
15555,30.0,9, >50K, Male,1
28190,10.0,9, <=50K, Male,0
2202,50.0,>12, <=50K, Female,0
27429,20.0,7, <=50K, Female,1
13949,60.0,10, >50K, Male,1
7189,30.0,9, <=50K, Male,0
20835,40.0,>12, <=50K, Male,0
15699,50.0,9, <=50K, Male,0
14184,30.0,10, >50K, Male,1
9123,60.0,>12, >50K, Male,0
29805,60.0,>12, <=50K, Male,0
30608,40.0,7, <=50K, Female,0
8942,30.0,9, <=50K, Male,0
3842,50.0,10, <=50K, Female,0
9539,50.0,10, <=50K, Female,0
22079,30.0,9, <=50K, Male,0
19468,10.0,7, <=50K, Male,0
1301,20.0,9, <=50K, Female,0
15369,40.0,9, >50K, Male,1
6506,20.0,9, <=50K, Male,0
30209,10.0,7, <=50K, Male,0
24821,20.0,10, <=50K, Female,0
48,40.0,11, <=50K, Male,0
29573,>=70,<6, <=50K, Female,1
18062,40.0,>12, >50K, Male,1
24650,60.0,9, <=50K, Male,0
24468,50.0,6, <=50K, Female,0
9859,40.0,>12, <=50K, Male,0
2389,30.0,>12, <=50K, Male,0
27418,40.0,9, >50K, Male,1
16910,20.0,>12, >50K, Male,1
4751,20.0,>12, <=50K, Male,0
20120,60.0,>12, >50K, Female,1
7008,40.0,>12, <=50K, Male,0
30263,50.0,9, <=50K, Male,0
11191,40.0,>12, >50K, Male,1
23814,40.0,12, <=50K, Male,0
21896,30.0,>12, <=50K, Female,0
26135,20.0,>12, <=50K, Female,0
23071,20.0,9, <=50K, Male,0
14119,20.0,9, <=50K, Male,0
11786,20.0,9, <=50K, Male,0
31882,40.0,>12, <=50K, Female,1
7815,30.0,9, <=50K, Female,0
16705,50.0,9, <=50K, Male,0
9334,20.0,<6, <=50K, Male,0
15273,30.0,>12, <=50K, Male,0
19333,50.0,>12, >50K, Male,1
18088,40.0,9, <=50K, Female,1
19463,50.0,9, <=50K, Male,0
21755,20.0,>12, <=50K, Male,0
24146,50.0,9, <=50K, Male,0
1291,60.0,<6, <=50K, Female,1
32522,50.0,8, <=50K, Male,0
13351,20.0,12, >50K, Male,1
15306,20.0,>12, <=50K, Female,0
11117,20.0,10, <=50K, Female,0
10078,40.0,9, <=50K, Male,0
26218,30.0,9, <=50K, Male,0
3972,40.0,9, <=50K, Male,0
31172,30.0,>12, <=50K, Female,1
10502,20.0,>12, >50K, Female,1
19148,20.0,>12, <=50K, Male,0
19833,40.0,9, <=50K, Male,0
15180,20.0,7, <=50K, Male,0
5453,40.0,9, <=50K, Female,0
28619,30.0,10, <=50K, Female,0
16579,10.0,9, <=50K, Female,0
30921,50.0,9, >50K, Male,1
5916,>=70,7, <=50K, Male,0
