,Age (decade),Education Years,Income,Gender,Income Binary
24136,50.0,>12, >50K, Male,1
29440,40.0,10, >50K, Male,1
7858,30.0,7, <=50K, Male,0
30765,30.0,10, <=50K, Female,0
28360,60.0,10, <=50K, Male,0
26671,40.0,10, <=50K, Female,0
18252,20.0,12, >50K, Female,1
14702,40.0,9, >50K, Male,1
19710,60.0,>12, <=50K, Female,0
11313,10.0,10, <=50K, Female,0
6954,40.0,>12, >50K, Male,1
21055,50.0,10, <=50K, Female,0
20874,30.0,10, <=50K, Male,0
16256,20.0,6, <=50K, Male,0
14621,20.0,10, <=50K, Female,0
7611,20.0,10, <=50K, Male,0
4900,30.0,9, >50K, Male,1
1610,50.0,8, <=50K, Female,0
29323,40.0,>12, <=50K, Male,0
21977,20.0,6, <=50K, Male,0
18910,40.0,7, >50K, Male,1
27027,20.0,10, <=50K, Male,0
26748,20.0,>12, >50K, Male,1
19422,40.0,>12, <=50K, Female,0
14423,20.0,9, <=50K, Male,0
22787,50.0,10, <=50K, Male,0
31611,30.0,>12, <=50K, Male,0
31698,20.0,12, <=50K, Male,0
18141,>=70,11, >50K, Male,1
30398,60.0,9, <=50K, Male,0
19697,20.0,10, <=50K, Male,0
7261,30.0,12, >50K, Male,1
28540,40.0,10, <=50K, Female,0
6920,40.0,12, <=50K, Female,0
27785,60.0,<6, <=50K, Male,0
5541,30.0,9, <=50K, Male,0
31553,40.0,10, <=50K, Female,0
31713,30.0,12, <=50K, Male,0
31875,60.0,9, <=50K, Female,0
1668,50.0,9, <=50K, Male,0
17240,50.0,>12, <=50K, Male,0
27538,20.0,9, <=50K, Male,0
3681,20.0,9, <=50K, Male,0
14562,30.0,11, >50K, Male,1
25322,20.0,9, <=50K, Male,0
7018,30.0,10, >50K, Male,1
31283,60.0,9, <=50K, Female,0
13876,30.0,9, <=50K, Male,0
11471,20.0,10, <=50K, Female,0
30551,40.0,9, <=50K, Male,0
28157,30.0,9, <=50K, Male,0
31364,60.0,<6, >50K, Male,1
31796,30.0,9, <=50K, Female,0
25652,40.0,<6, <=50K, Male,0
14043,20.0,9, <=50K, Male,0
22606,30.0,9, <=50K, Female,0
20361,20.0,9, <=50K, Male,0
24268,20.0,9, <=50K, Male,0
22249,10.0,10, <=50K, Female,0
20007,20.0,10, <=50K, Male,0
22577,40.0,9, <=50K, Male,0
31436,30.0,9, <=50K, Female,0
12898,40.0,9, >50K, Male,1
21228,40.0,9, <=50K, Female,0
25462,50.0,10, <=50K, Male,0
16176,30.0,>12, >50K, Male,1
13293,30.0,>12, <=50K, Female,0
15720,40.0,9, <=50K, Male,0
26525,10.0,7, <=50K, Female,0
2381,10.0,7, <=50K, Male,0
27090,30.0,>12, <=50K, Male,0
19044,20.0,10, <=50K, Female,0
26585,20.0,10, <=50K, Female,0
32015,40.0,>12, <=50K, Male,0
18590,30.0,<6, <=50K, Male,0
24153,30.0,9, <=50K, Male,0
18568,50.0,9, <=50K, Male,0
239,20.0,9, <=50K, Male,0
9875,30.0,>12, <=50K, Male,0
4471,40.0,9, >50K, Male,1
24491,40.0,7, <=50K, Female,0
31952,50.0,9, <=50K, Male,0
15294,30.0,9, <=50K, Male,0
25430,20.0,12, <=50K, Female,0
17215,40.0,9, <=50K, Female,0
22845,50.0,>12, >50K, Male,1
32036,10.0,7, <=50K, Male,0
29078,60.0,9, <=50K, Male,0
10118,40.0,10, >50K, Male,1
31433,20.0,10, <=50K, Male,0
25733,20.0,>12, >50K, Female,1
11618,50.0,>12, <=50K, Female,0
32131,40.0,>12, >50K, Male,1
30277,30.0,10, >50K, Female,1
17113,60.0,9, <=50K, Female,0
19967,30.0,<6, <=50K, Male,0
20682,60.0,9, <=50K, Female,0
8438,40.0,12, <=50K, Female,0
22680,30.0,10, <=50K, Male,0
448,20.0,9, <=50K, Male,0
2573,50.0,7, <=50K, Female,0
1357,30.0,>12, <=50K, Male,0
8509,20.0,10, <=50K, Male,0
23388,60.0,>12, <=50K, Female,0
20581,30.0,>12, <=50K, Male,0
30699,40.0,>12, <=50K, Female,0
15191,30.0,>12, >50K, Male,1
8048,50.0,9, >50K, Male,1
8266,40.0,>12, >50K, Male,1
21604,30.0,10, <=50K, Female,0
18323,40.0,>12, >50K, Female,1
5932,20.0,9, <=50K, Male,0
29463,30.0,>12, <=50K, Male,0
29671,30.0,>12, <=50K, Female,0
32038,50.0,>12, >50K, Male,1
15414,10.0,9, <=50K, Female,0
31331,40.0,12, >50K, Male,1
16852,40.0,10, <=50K, Female,0
18152,40.0,9, <=50K, Male,0
756,50.0,9, >50K, Male,1
21361,40.0,<6, <=50K, Male,0
10902,30.0,>12, <=50K, Male,0
25145,50.0,<6, <=50K, Male,0
12405,10.0,9, <=50K, Female,0
17738,30.0,<6, <=50K, Female,0
20841,50.0,9, <=50K, Male,0
126,20.0,10, <=50K, Female,0
12018,40.0,>12, >50K, Male,1
4860,40.0,>12, <=50K, Female,0
21897,20.0,9, <=50K, Male,0
11752,50.0,10, >50K, Male,1
6366,50.0,9, <=50K, Male,0
25626,20.0,10, <=50K, Male,0
21611,20.0,11, <=50K, Female,0
32446,50.0,9, <=50K, Female,0
31311,50.0,>12, >50K, Male,1
25214,20.0,12, <=50K, Female,0
17676,60.0,7, <=50K, Female,0
3276,30.0,>12, <=50K, Female,0
25252,20.0,9, <=50K, Male,0
12754,40.0,9, <=50K, Male,0
6071,50.0,6, <=50K, Male,0
8004,30.0,7, <=50K, Male,0
15645,30.0,10, <=50K, Male,0
11808,40.0,<6, <=50K, Female,0
12515,40.0,10, <=50K, Female,0
4494,20.0,10, <=50K, Male,0
23721,20.0,>12, >50K, Male,1
4276,20.0,>12, <=50K, Female,0
20130,30.0,>12, <=50K, Male,0
8733,20.0,>12, <=50K, Female,0
20431,40.0,9, <=50K, Male,0
13411,50.0,>12, <=50K, Male,0
5118,30.0,>12, <=50K, Male,0
28314,40.0,9, <=50K, Male,0
26799,60.0,10, >50K, Female,1
24236,30.0,11, <=50K, Male,0
3860,40.0,>12, >50K, Male,1
18726,20.0,10, <=50K, Female,0
22420,30.0,10, >50K, Male,1
11480,20.0,>12, <=50K, Female,0
16077,30.0,>12, <=50K, Male,0
24499,40.0,10, <=50K, Male,0
3737,10.0,7, <=50K, Male,0
6692,10.0,9, <=50K, Female,0
25418,30.0,9, <=50K, Male,0
20526,20.0,10, <=50K, Female,0
9905,40.0,10, >50K, Male,1
28440,20.0,10, <=50K, Female,0
4738,20.0,10, <=50K, Male,0
7513,40.0,>12, >50K, Male,1
9847,20.0,10, >50K, Male,1
7398,60.0,10, <=50K, Male,0
16370,30.0,>12, <=50K, Male,0
6748,>=70,10, <=50K, Male,0
27113,50.0,>12, <=50K, Male,0
31885,30.0,10, <=50K, Male,0
5606,30.0,9, >50K, Male,1
20836,30.0,10, >50K, Male,1
9903,30.0,12, >50K, Male,1
11882,30.0,11, <=50K, Female,0
13833,20.0,10, <=50K, Female,0
30763,10.0,10, <=50K, Female,0
18506,30.0,10, <=50K, Male,0
25432,40.0,>12, <=50K, Male,0
12344,30.0,11, <=50K, Male,0
3577,50.0,>12, >50K, Male,1
31644,20.0,9, <=50K, Male,0
16292,30.0,6, <=50K, Male,0
869,20.0,>12, <=50K, Male,0
11522,30.0,10, <=50K, Male,0
11592,30.0,6, <=50K, Male,0
19060,50.0,9, <=50K, Female,0
2151,30.0,10, <=50K, Male,0
22091,30.0,9, <=50K, Male,0
11954,20.0,9, <=50K, Male,0
1044,20.0,10, <=50K, Female,0
20540,50.0,6, <=50K, Female,0
28745,30.0,10, >50K, Male,1
18962,30.0,10, >50K, Male,1
29876,10.0,<6, <=50K, Male,0
1225,20.0,9, <=50K, Female,0
25991,40.0,>12, >50K, Male,1
26854,30.0,9, <=50K, Male,0
18903,20.0,>12, <=50K, Female,0
27288,20.0,>12, <=50K, Male,0
30159,40.0,12, <=50K, Male,0
28573,20.0,9, <=50K, Male,0
17455,20.0,6, <=50K, Male,0
11358,50.0,9, <=50K, Female,0
15006,30.0,>12, >50K, Male,1
22099,30.0,10, <=50K, Female,0
662,20.0,10, <=50K, Male,0
13306,20.0,>12, <=50K, Male,0
18242,20.0,9, <=50K, Male,0
26140,30.0,>12, <=50K, Male,0
30494,20.0,9, <=50K, Female,0
19132,50.0,10, <=50K, Male,0
27338,30.0,9, <=50K, Female,0
31625,>=70,9, <=50K, Female,0
11481,30.0,9, <=50K, Female,0
32164,30.0,>12, >50K, Male,1
3461,50.0,<6, <=50K, Female,0
9807,50.0,>12, <=50K, Male,0
19902,10.0,6, <=50K, Male,0
6429,40.0,>12, >50K, Male,1
24809,20.0,10, <=50K, Female,0
2092,30.0,10, <=50K, Male,0
1256,30.0,>12, <=50K, Female,0
23261,50.0,<6, <=50K, Male,0
14907,20.0,>12, <=50K, Female,0
26007,40.0,>12, <=50K, Male,0
15422,40.0,9, <=50K, Male,0
24716,30.0,9, <=50K, Male,0
4506,30.0,9, <=50K, Male,0
2826,30.0,9, <=50K, Male,0
7383,50.0,9, >50K, Male,1
14062,20.0,10, <=50K, Female,0
8667,30.0,>12, >50K, Male,1
3080,40.0,>12, >50K, Male,1
23346,20.0,10, <=50K, Female,0
2800,40.0,>12, >50K, Male,1
13139,20.0,>12, <=50K, Male,0
14224,20.0,>12, <=50K, Female,0
11076,40.0,7, <=50K, Female,0
23828,10.0,7, <=50K, Male,0
25420,10.0,10, <=50K, Female,0
13370,30.0,>12, >50K, Female,1
21594,20.0,10, <=50K, Male,0
28638,30.0,9, <=50K, Male,0
17981,50.0,9, <=50K, Male,0
17886,20.0,9, <=50K, Female,0
2764,10.0,9, <=50K, Female,0
28984,20.0,10, <=50K, Male,0
22554,20.0,10, <=50K, Male,0
25369,40.0,10, >50K, Male,1
31464,30.0,12, <=50K, Male,0
9831,60.0,>12, <=50K, Male,0
8849,30.0,>12, <=50K, Male,0
26876,30.0,>12, >50K, Male,1
25404,50.0,9, <=50K, Male,0
3219,50.0,7, <=50K, Female,0
12123,20.0,10, <=50K, Male,0
12936,60.0,9, <=50K, Female,0
25434,50.0,10, >50K, Male,1
4888,40.0,>12, >50K, Male,1
19180,>=70,6, <=50K, Male,0
23196,40.0,>12, >50K, Male,1
10961,20.0,9, <=50K, Female,0
12071,20.0,9, <=50K, Male,0
14093,30.0,10, <=50K, Male,0
20915,60.0,<6, <=50K, Male,0
22133,50.0,10, <=50K, Female,0
25654,30.0,>12, <=50K, Female,0
28208,60.0,9, >50K, Male,1
20770,30.0,9, <=50K, Male,0
14210,50.0,>12, >50K, Male,1
30983,30.0,7, <=50K, Male,0
8152,40.0,>12, >50K, Male,1
20942,40.0,10, <=50K, Female,0
1237,40.0,9, <=50K, Female,0
20211,40.0,9, <=50K, Male,0
23137,40.0,6, <=50K, Male,0
16511,20.0,9, <=50K, Male,0
8893,50.0,6, <=50K, Female,0
18860,30.0,>12, >50K, Female,1
12780,50.0,10, <=50K, Male,0
3361,20.0,7, <=50K, Female,0
12278,30.0,9, <=50K, Male,0
20066,40.0,10, <=50K, Female,0
14633,20.0,9, <=50K, Female,0
7804,40.0,12, <=50K, Female,0
18763,40.0,>12, >50K, Male,1
18201,>=70,<6, <=50K, Female,0
19436,30.0,11, >50K, Male,1
15927,50.0,9, <=50K, Female,0
32088,20.0,9, <=50K, Female,0
1441,60.0,9, <=50K, Male,0
5064,10.0,10, <=50K, Female,0
11768,30.0,9, <=50K, Male,0
6401,50.0,>12, <=50K, Female,0
5131,40.0,10, <=50K, Female,0
15362,40.0,>12, <=50K, Female,0
13417,10.0,7, <=50K, Female,0
18040,50.0,>12, <=50K, Male,0
25790,30.0,>12, <=50K, Male,0
19874,50.0,9, <=50K, Female,0
16666,30.0,7, <=50K, Male,0
28417,30.0,10, >50K, Male,1
3962,30.0,11, <=50K, Male,0
19019,20.0,9, <=50K, Female,0
9192,30.0,10, <=50K, Male,0
26993,30.0,11, >50K, Male,1
32239,30.0,9, <=50K, Female,0
20201,50.0,>12, >50K, Male,1
11376,60.0,9, <=50K, Male,0
7585,10.0,9, <=50K, Female,0
17069,50.0,>12, <=50K, Female,0
28712,60.0,7, <=50K, Male,0
8749,20.0,10, <=50K, Female,0
26389,30.0,10, <=50K, Female,0
8468,40.0,11, >50K, Female,1
8086,30.0,11, <=50K, Male,0
2065,30.0,9, <=50K, Female,0
19233,30.0,>12, <=50K, Male,0
14810,40.0,11, <=50K, Female,0
14927,40.0,10, <=50K, Male,0
14525,30.0,9, <=50K, Male,0
8427,10.0,11, <=50K, Male,0
7879,50.0,>12, >50K, Male,1
6479,30.0,>12, <=50K, Male,0
23300,20.0,10, <=50K, Female,0
20762,30.0,10, <=50K, Male,0
25004,30.0,9, <=50K, Male,0
2578,60.0,>12, >50K, Male,1
2874,30.0,12, >50K, Female,1
2272,10.0,10, <=50K, Female,0
6957,40.0,12, >50K, Male,1
16964,40.0,>12, >50K, Female,1
6825,30.0,9, <=50K, Male,0
15625,60.0,9, <=50K, Male,0
1549,20.0,6, <=50K, Female,0
6636,50.0,9, <=50K, Male,0
8877,20.0,9, <=50K, Female,0
30332,30.0,9, <=50K, Male,0
31917,40.0,<6, <=50K, Male,0
15404,40.0,9, <=50K, Male,0
6123,50.0,9, <=50K, Female,0
14501,20.0,9, <=50K, Female,0
13150,40.0,9, <=50K, Male,0
25999,30.0,9, <=50K, Male,0
6883,50.0,7, <=50K, Male,0
19939,20.0,11, <=50K, Male,0
30426,50.0,>12, >50K, Male,1
27061,40.0,10, <=50K, Male,0
24599,20.0,9, >50K, Male,1
27957,20.0,9, <=50K, Female,0
23161,30.0,9, <=50K, Female,0
952,50.0,<6, <=50K, Female,0
3747,30.0,>12, <=50K, Female,0
11486,40.0,9, <=50K, Male,0
20928,50.0,10, >50K, Male,1
2622,40.0,9, <=50K, Male,0
10178,40.0,10, <=50K, Male,0
3285,10.0,9, <=50K, Male,0
29324,60.0,>12, <=50K, Female,0
6938,40.0,9, <=50K, Female,0
23593,30.0,11, <=50K, Male,0
19103,20.0,12, <=50K, Male,0
29477,40.0,10, <=50K, Male,0
7577,20.0,10, <=50K, Male,0
30016,30.0,10, >50K, Male,1
925,30.0,9, <=50K, Male,0
17739,40.0,10, <=50K, Male,0
24993,40.0,9, >50K, Male,1
31354,30.0,>12, >50K, Male,1
24555,30.0,9, <=50K, Male,0
9750,30.0,>12, <=50K, Male,0
10011,30.0,>12, <=50K, Male,0
15296,50.0,12, >50K, Male,1
5528,40.0,>12, <=50K, Female,0
17911,30.0,6, <=50K, Male,0
14253,30.0,11, >50K, Male,1
27739,30.0,9, <=50K, Male,0
21539,30.0,9, <=50K, Male,0
10749,30.0,>12, <=50K, Male,0
22429,30.0,9, <=50K, Male,0
29558,60.0,>12, >50K, Male,1
21509,30.0,<6, <=50K, Male,0
2452,20.0,6, <=50K, Male,0
10623,30.0,10, <=50K, Female,0
19713,30.0,>12, <=50K, Male,0
8682,30.0,>12, >50K, Female,1
28115,30.0,10, >50K, Male,1
2403,50.0,>12, >50K, Male,1
9170,20.0,10, <=50K, Male,0
18948,50.0,9, >50K, Male,1
1893,30.0,>12, >50K, Male,1
6512,30.0,>12, >50K, Male,1
29601,60.0,9, <=50K, Male,0
13069,20.0,12, <=50K, Male,0
15766,40.0,7, <=50K, Male,0
13782,40.0,>12, >50K, Male,1
28378,20.0,>12, >50K, Male,1
29952,40.0,>12, <=50K, Male,0
21256,20.0,11, <=50K, Male,0
11564,30.0,>12, <=50K, Male,0
9532,40.0,10, <=50K, Female,0
28592,20.0,9, <=50K, Female,0
1018,20.0,9, <=50K, Male,0
10046,50.0,10, <=50K, Male,0
18119,60.0,11, <=50K, Male,0
1857,10.0,9, <=50K, Female,0
19690,30.0,10, <=50K, Female,0
28509,30.0,11, <=50K, Female,0
30227,50.0,10, >50K, Female,1
5699,20.0,9, <=50K, Male,0
18618,60.0,9, <=50K, Female,0
7145,30.0,9, <=50K, Male,0
5684,20.0,9, <=50K, Male,0
21768,50.0,>12, >50K, Female,1
16722,20.0,11, <=50K, Female,0
15155,40.0,10, <=50K, Female,0
11515,60.0,>12, <=50K, Male,0
32298,40.0,10, <=50K, Female,0
3835,40.0,9, <=50K, Female,0
6044,20.0,10, <=50K, Female,0
22101,20.0,10, <=50K, Female,0
21146,40.0,9, >50K, Male,1
24707,40.0,10, <=50K, Female,0
20502,50.0,9, <=50K, Female,0
25956,30.0,6, <=50K, Male,0
31837,30.0,12, <=50K, Male,0
2948,40.0,>12, >50K, Male,1
14179,30.0,>12, <=50K, Female,0
11201,60.0,9, >50K, Male,1
26759,30.0,9, <=50K, Male,0
23004,40.0,>12, <=50K, Male,0
18502,20.0,6, <=50K, Male,0
17947,40.0,10, <=50K, Female,0
8497,30.0,>12, >50K, Female,1
31504,30.0,11, <=50K, Male,0
29303,40.0,10, >50K, Male,1
8772,30.0,9, <=50K, Female,0
19673,40.0,>12, <=50K, Female,0
16274,40.0,9, <=50K, Male,0
25100,40.0,<6, <=50K, Female,0
5747,50.0,>12, >50K, Male,1
10990,30.0,10, <=50K, Male,0
9130,40.0,>12, >50K, Male,1
5106,50.0,10, <=50K, Male,0
19704,30.0,10, <=50K, Female,0
25658,30.0,>12, <=50K, Female,0
32132,30.0,10, <=50K, Male,0
2937,10.0,9, <=50K, Male,0
16165,50.0,9, >50K, Male,1
28498,30.0,9, <=50K, Male,0
6922,40.0,9, <=50K, Male,0
10138,30.0,10, <=50K, Male,0
22999,20.0,>12, <=50K, Male,0
21335,40.0,9, <=50K, Male,0
9086,40.0,10, <=50K, Male,0
27413,50.0,>12, >50K, Male,1
27355,20.0,10, <=50K, Female,0
26655,30.0,10, <=50K, Male,0
24291,60.0,9, <=50K, Male,0
21129,30.0,10, <=50K, Male,0
9660,30.0,10, >50K, Male,1
31178,60.0,9, >50K, Male,1
8975,40.0,9, >50K, Male,1
7010,30.0,9, <=50K, Male,0
22945,50.0,6, <=50K, Male,0
755,20.0,11, <=50K, Male,0
7893,30.0,9, >50K, Male,1
10958,50.0,>12, >50K, Male,1
28491,40.0,9, <=50K, Male,0
444,20.0,<6, <=50K, Male,0
4980,40.0,<6, <=50K, Male,0
6209,30.0,9, <=50K, Male,0
23984,20.0,10, <=50K, Female,0
29156,30.0,>12, <=50K, Female,0
3171,40.0,>12, <=50K, Male,0
7178,20.0,9, <=50K, Female,0
30882,60.0,9, <=50K, Male,0
8974,30.0,9, <=50K, Female,0
1660,40.0,9, <=50K, Male,0
15997,60.0,9, <=50K, Female,0
23854,50.0,12, >50K, Male,1
18133,30.0,9, <=50K, Female,0
11348,20.0,7, <=50K, Male,0
5698,50.0,7, <=50K, Male,0
9835,30.0,10, <=50K, Female,0
1076,20.0,>12, <=50K, Female,0
28582,40.0,<6, <=50K, Male,0
14451,10.0,10, <=50K, Male,0
23648,40.0,9, <=50K, Female,0
17457,30.0,10, <=50K, Female,0
27436,30.0,>12, <=50K, Female,0
30742,20.0,9, <=50K, Male,0
5272,>=70,<6, <=50K, Female,0
15082,30.0,11, >50K, Male,1
4838,30.0,6, <=50K, Male,0
7448,20.0,9, <=50K, Female,0
5366,20.0,>12, <=50K, Male,0
588,50.0,6, >50K, Male,1
19065,30.0,>12, <=50K, Male,0
31988,20.0,10, <=50K, Male,0
26950,30.0,>12, >50K, Female,1
5876,30.0,>12, >50K, Male,1
23831,40.0,>12, <=50K, Female,0
13297,30.0,9, <=50K, Male,0
19114,>=70,9, <=50K, Female,0
19385,40.0,9, <=50K, Male,0
23722,50.0,<6, <=50K, Male,0
24518,30.0,>12, <=50K, Female,0
23029,60.0,10, >50K, Male,1
4693,20.0,10, <=50K, Male,0
153,20.0,9, <=50K, Male,0
23890,40.0,>12, >50K, Female,1
801,20.0,9, <=50K, Male,0
22352,20.0,9, <=50K, Male,0
27756,20.0,>12, <=50K, Female,0
19805,30.0,10, >50K, Male,1
13883,40.0,>12, <=50K, Female,0
19775,10.0,6, <=50K, Male,0
10895,20.0,>12, <=50K, Female,0
20208,30.0,>12, <=50K, Male,0
17999,20.0,>12, <=50K, Male,0
22951,>=70,12, <=50K, Male,0
3676,40.0,9, <=50K, Male,0
7127,20.0,12, <=50K, Male,0
30617,50.0,>12, >50K, Male,1
16351,20.0,12, <=50K, Female,0
4442,30.0,>12, <=50K, Female,0
20164,50.0,10, >50K, Male,1
11079,30.0,10, >50K, Male,1
27076,40.0,9, <=50K, Male,0
21212,20.0,>12, <=50K, Female,0
27539,20.0,6, <=50K, Female,0
29583,40.0,10, <=50K, Male,0
27385,40.0,7, <=50K, Male,0
8169,20.0,9, <=50K, Male,0
13070,30.0,>12, >50K, Male,1
6584,30.0,>12, <=50K, Female,0
13274,50.0,9, >50K, Male,1
23546,40.0,10, <=50K, Male,0
10442,20.0,<6, <=50K, Male,0
18483,20.0,>12, <=50K, Male,0
23359,20.0,>12, <=50K, Male,0
22076,30.0,>12, <=50K, Male,0
20388,30.0,10, <=50K, Male,0
22001,20.0,9, <=50K, Male,0
2147,50.0,9, <=50K, Male,0
11367,40.0,12, <=50K, Female,0
3969,50.0,12, <=50K, Male,0
27397,30.0,>12, <=50K, Female,0
19603,40.0,9, <=50K, Male,0
19927,50.0,9, <=50K, Male,0
12847,20.0,9, >50K, Male,1
1819,40.0,>12, >50K, Male,1
23504,30.0,>12, >50K, Male,1
14318,20.0,>12, <=50K, Female,0
20964,40.0,>12, >50K, Male,1
8961,50.0,>12, <=50K, Male,0
23876,50.0,8, <=50K, Male,0
16776,50.0,9, <=50K, Female,0
15577,40.0,>12, >50K, Female,1
551,30.0,9, <=50K, Female,0
54,40.0,9, <=50K, Male,0
20962,20.0,10, <=50K, Male,0
7543,40.0,>12, >50K, Female,1
972,60.0,>12, >50K, Male,1
27767,30.0,11, <=50K, Male,0
31455,40.0,>12, <=50K, Male,0
4088,30.0,>12, >50K, Male,1
29705,20.0,9, <=50K, Female,0
691,20.0,10, <=50K, Female,0
10962,20.0,10, >50K, Female,1
12438,20.0,>12, <=50K, Female,0
9064,30.0,>12, <=50K, Male,0
