,Age (decade),Education Years,Income,Gender,Income Binary
20064,20.0,10, <=50K, Male,0
22373,40.0,<6, <=50K, Male,0
7413,50.0,>12, >50K, Male,1
26737,40.0,10, <=50K, Female,0
24593,30.0,>12, <=50K, Female,1
10489,50.0,>12, <=50K, Male,0
3496,10.0,7, <=50K, Male,0
8129,10.0,7, <=50K, Female,0
25188,50.0,<6, <=50K, Male,0
6957,40.0,12, >50K, Male,1
15623,30.0,10, <=50K, Female,0
11352,50.0,10, >50K, Male,1
741,50.0,9, <=50K, Male,0
18994,50.0,10, <=50K, Female,0
27667,20.0,9, <=50K, Male,0
17144,20.0,9, <=50K, Male,0
1684,20.0,9, <=50K, Male,0
13464,40.0,10, <=50K, Male,0
4750,60.0,10, >50K, Male,1
2535,30.0,10, <=50K, Female,0
19774,20.0,>12, <=50K, Female,0
5380,40.0,>12, >50K, Female,1
3110,20.0,>12, <=50K, Male,0
29458,30.0,7, <=50K, Male,0
24517,20.0,9, <=50K, Female,0
14442,20.0,10, <=50K, Female,0
5054,20.0,9, <=50K, Male,0
13091,10.0,7, <=50K, Female,0
12919,60.0,8, <=50K, Male,0
31736,20.0,>12, <=50K, Female,0
29348,20.0,9, <=50K, Male,0
31797,30.0,10, <=50K, Male,0
31074,20.0,9, <=50K, Female,0
5988,40.0,10, <=50K, Male,0
22435,20.0,9, <=50K, Female,0
6252,20.0,10, <=50K, Male,0
12423,20.0,9, <=50K, Female,0
7324,50.0,9, <=50K, Male,0
28954,50.0,9, >50K, Male,1
27399,30.0,9, >50K, Male,1
4059,30.0,10, <=50K, Female,0
15698,30.0,>12, <=50K, Male,0
15294,30.0,10, <=50K, Male,0
23911,40.0,9, <=50K, Male,0
6977,30.0,9, <=50K, Male,0
19813,30.0,>12, >50K, Male,1
4524,50.0,<6, <=50K, Male,0
31111,20.0,10, >50K, Male,1
19344,20.0,9, <=50K, Female,0
14993,30.0,>12, >50K, Female,1
18076,30.0,>12, >50K, Male,1
12691,20.0,9, <=50K, Female,0
31650,30.0,>12, <=50K, Female,0
16867,40.0,11, <=50K, Male,0
17418,30.0,>12, <=50K, Male,0
29064,20.0,>12, <=50K, Female,0
16658,20.0,>12, <=50K, Female,0
27143,40.0,>12, >50K, Male,1
19835,50.0,>12, <=50K, Male,0
27287,40.0,>12, <=50K, Male,0
22388,40.0,12, >50K, Male,1
31981,20.0,9, <=50K, Male,0
3454,40.0,>12, <=50K, Female,1
29618,40.0,9, >50K, Female,1
26024,30.0,10, <=50K, Male,0
13965,50.0,>12, >50K, Male,1
12527,40.0,9, <=50K, Female,0
8081,30.0,>12, <=50K, Female,0
31191,30.0,10, <=50K, Male,0
3456,20.0,10, <=50K, Female,0
11000,20.0,9, <=50K, Female,0
19846,20.0,>12, <=50K, Male,0
26138,50.0,>12, <=50K, Female,1
30672,40.0,>12, >50K, Male,1
23074,40.0,10, <=50K, Male,0
3254,40.0,9, >50K, Male,1
29011,40.0,>12, >50K, Male,0
18952,30.0,11, <=50K, Female,1
8295,30.0,10, <=50K, Male,0
26747,20.0,10, <=50K, Female,0
3461,60.0,<6, <=50K, Female,0
15922,20.0,9, <=50K, Male,0
7967,20.0,7, <=50K, Male,0
6422,40.0,9, <=50K, Female,0
14873,40.0,12, <=50K, Male,0
6829,20.0,<6, <=50K, Male,0
21263,60.0,<6, <=50K, Male,0
22192,10.0,7, <=50K, Male,0
8899,60.0,6, <=50K, Female,0
26974,40.0,9, >50K, Male,1
32282,10.0,7, <=50K, Male,0
11705,40.0,9, <=50K, Female,0
12056,10.0,7, <=50K, Female,0
7704,50.0,9, <=50K, Female,0
31778,30.0,>12, <=50K, Male,0
27702,60.0,6, <=50K, Female,0
27979,50.0,>12, >50K, Female,1
6823,30.0,>12, >50K, Male,1
19617,50.0,>12, >50K, Male,1
26276,20.0,>12, <=50K, Male,0
18179,20.0,>12, <=50K, Male,0
14766,30.0,>12, <=50K, Male,0
26621,50.0,<6, <=50K, Male,0
7365,20.0,7, <=50K, Male,0
235,50.0,9, <=50K, Male,0
10268,40.0,>12, >50K, Male,1
1216,40.0,10, >50K, Male,1
230,30.0,8, <=50K, Male,0
6314,30.0,9, <=50K, Male,0
24738,50.0,>12, >50K, Male,1
24306,50.0,>12, >50K, Male,0
24299,30.0,>12, >50K, Female,1
24996,10.0,9, <=50K, Male,0
20574,20.0,10, <=50K, Male,0
25516,50.0,6, <=50K, Male,0
25537,60.0,>12, <=50K, Male,0
24839,40.0,>12, >50K, Male,1
1267,50.0,10, <=50K, Male,0
19702,30.0,9, >50K, Male,1
24315,50.0,>12, >50K, Male,1
11065,20.0,<6, <=50K, Male,0
12091,20.0,10, <=50K, Female,0
19038,50.0,9, <=50K, Male,0
20129,40.0,11, >50K, Male,1
6805,30.0,10, <=50K, Male,0
10709,>=70,>12, >50K, Male,1
17778,40.0,9, >50K, Male,0
31369,50.0,<6, <=50K, Male,0
7316,20.0,10, <=50K, Male,0
17937,50.0,<6, <=50K, Male,0
29424,40.0,9, <=50K, Male,0
30000,20.0,10, <=50K, Male,0
19864,30.0,9, <=50K, Male,0
7387,30.0,9, <=50K, Female,0
22429,30.0,9, <=50K, Male,0
14892,20.0,>12, <=50K, Female,0
1745,40.0,10, <=50K, Female,0
21681,30.0,>12, >50K, Male,1
1726,50.0,9, >50K, Male,1
26741,40.0,>12, <=50K, Female,0
8519,40.0,9, <=50K, Female,0
22901,30.0,9, <=50K, Male,0
10803,30.0,9, <=50K, Male,0
13358,30.0,10, <=50K, Female,0
6297,50.0,10, <=50K, Female,0
13359,30.0,6, >50K, Male,1
24848,20.0,>12, <=50K, Male,0
23480,60.0,9, <=50K, Female,1
23526,20.0,9, <=50K, Male,0
27517,20.0,10, >50K, Male,0
9056,20.0,6, <=50K, Male,0
7318,20.0,9, <=50K, Female,0
16361,20.0,>12, <=50K, Female,0
14696,20.0,6, <=50K, Male,0
2599,60.0,12, >50K, Male,0
2463,40.0,11, <=50K, Male,0
12595,40.0,>12, >50K, Male,1
1317,30.0,12, <=50K, Male,0
17658,40.0,11, <=50K, Female,0
22258,10.0,7, <=50K, Female,0
14771,20.0,9, <=50K, Male,0
5108,40.0,10, >50K, Male,1
13116,40.0,>12, >50K, Male,1
26096,30.0,>12, >50K, Male,1
20970,20.0,9, <=50K, Female,0
23315,20.0,10, <=50K, Female,0
29099,20.0,10, <=50K, Male,0
18431,30.0,9, >50K, Male,1
27092,30.0,9, <=50K, Male,0
5682,50.0,>12, >50K, Male,1
9443,30.0,9, <=50K, Male,0
28394,20.0,10, <=50K, Female,0
14528,60.0,7, <=50K, Female,1
23297,30.0,12, <=50K, Male,0
13306,20.0,>12, <=50K, Male,0
4622,40.0,>12, >50K, Male,1
10254,30.0,9, <=50K, Male,0
18620,30.0,10, <=50K, Female,1
14821,50.0,>12, >50K, Female,1
30733,40.0,9, <=50K, Male,0
2800,40.0,>12, >50K, Male,1
17763,40.0,12, <=50K, Female,0
5459,30.0,>12, <=50K, Male,0
25581,40.0,>12, >50K, Male,1
8112,40.0,<6, <=50K, Male,0
8331,10.0,9, <=50K, Male,0
1843,20.0,11, <=50K, Male,0
21968,60.0,9, <=50K, Female,0
25081,30.0,9, <=50K, Male,0
25225,60.0,7, <=50K, Female,1
14000,50.0,10, >50K, Male,0
1581,30.0,>12, <=50K, Male,0
21149,10.0,10, <=50K, Female,0
24314,60.0,9, <=50K, Female,0
975,20.0,10, <=50K, Female,0
16798,50.0,9, <=50K, Male,0
24155,>=70,10, <=50K, Male,0
21741,20.0,>12, <=50K, Female,0
7386,30.0,10, <=50K, Female,0
14663,30.0,10, <=50K, Male,0
9402,20.0,9, <=50K, Male,0
6799,30.0,11, <=50K, Female,0
20014,50.0,>12, <=50K, Male,0
20777,40.0,9, <=50K, Male,0
29349,20.0,9, <=50K, Male,0
8955,30.0,10, >50K, Female,1
6348,20.0,9, <=50K, Male,0
14547,30.0,9, <=50K, Female,0
6629,20.0,9, <=50K, Female,0
5962,30.0,10, <=50K, Male,0
3705,40.0,7, <=50K, Male,0
1716,40.0,>12, <=50K, Female,0
27843,30.0,10, >50K, Male,0
12614,30.0,10, <=50K, Female,0
28100,50.0,10, <=50K, Male,0
3236,40.0,9, <=50K, Male,0
20830,30.0,>12, <=50K, Male,0
27386,40.0,10, >50K, Male,1
25610,50.0,10, >50K, Male,0
11469,30.0,9, >50K, Male,1
5717,20.0,>12, >50K, Male,1
4431,20.0,9, <=50K, Female,0
1989,30.0,10, <=50K, Female,0
30952,>=70,10, <=50K, Male,0
14607,20.0,10, <=50K, Female,0
14292,50.0,10, <=50K, Female,0
17045,60.0,10, <=50K, Male,0
12314,20.0,>12, >50K, Female,1
10889,40.0,10, <=50K, Male,0
21859,30.0,9, <=50K, Male,0
22934,20.0,8, <=50K, Male,0
25478,40.0,7, <=50K, Male,0
4538,20.0,9, <=50K, Female,0
28662,40.0,10, <=50K, Male,0
31624,20.0,>12, <=50K, Female,0
30921,50.0,9, >50K, Male,1
20011,30.0,9, <=50K, Male,0
16216,20.0,9, <=50K, Male,0
20797,40.0,7, <=50K, Female,0
10402,20.0,>12, <=50K, Male,0
2594,60.0,9, <=50K, Male,0
9996,20.0,9, <=50K, Female,0
13442,20.0,10, <=50K, Male,0
15177,40.0,9, <=50K, Male,0
25907,20.0,10, <=50K, Female,0
27312,40.0,>12, <=50K, Male,0
8509,20.0,10, <=50K, Male,0
13126,30.0,6, <=50K, Female,0
3988,50.0,9, >50K, Male,1
18914,50.0,11, >50K, Male,1
18194,50.0,<6, <=50K, Female,0
21732,40.0,11, >50K, Male,1
3608,20.0,10, <=50K, Female,0
19320,20.0,7, <=50K, Female,1
13952,50.0,8, <=50K, Female,0
15440,50.0,6, <=50K, Female,0
22238,40.0,9, <=50K, Male,0
26780,40.0,10, >50K, Male,1
23912,30.0,9, <=50K, Male,0
21199,30.0,>12, <=50K, Male,0
4305,40.0,9, <=50K, Male,0
14666,20.0,9, <=50K, Female,0
2578,60.0,>12, >50K, Male,0
28577,40.0,>12, <=50K, Male,0
18797,40.0,>12, >50K, Male,1
30926,60.0,9, <=50K, Male,0
9733,60.0,9, <=50K, Female,0
28725,50.0,9, <=50K, Female,0
27324,30.0,12, >50K, Male,1
18083,30.0,>12, >50K, Female,1
30688,40.0,11, >50K, Female,1
16007,20.0,>12, <=50K, Female,0
22799,20.0,10, <=50K, Female,0
7612,20.0,<6, <=50K, Male,0
28099,40.0,9, >50K, Female,1
9874,50.0,10, >50K, Female,1
7084,40.0,>12, >50K, Male,1
17331,30.0,>12, >50K, Male,1
31385,20.0,9, <=50K, Male,0
5801,20.0,9, <=50K, Male,0
23445,20.0,9, <=50K, Male,0
14951,10.0,7, <=50K, Male,0
14371,40.0,10, >50K, Male,1
14956,60.0,9, >50K, Male,1
16662,40.0,10, >50K, Male,1
5403,30.0,>12, <=50K, Male,0
31357,20.0,>12, >50K, Male,1
18697,60.0,10, <=50K, Male,0
9090,30.0,6, <=50K, Female,0
6275,50.0,10, <=50K, Male,0
20571,10.0,9, <=50K, Male,0
16917,30.0,9, <=50K, Male,0
26006,20.0,9, <=50K, Female,0
15892,>=70,>12, >50K, Female,1
11012,40.0,12, <=50K, Male,0
23034,20.0,9, <=50K, Male,0
26905,30.0,9, >50K, Male,1
7435,20.0,9, <=50K, Male,0
31592,50.0,>12, <=50K, Male,0
10052,60.0,9, <=50K, Female,0
12732,50.0,>12, >50K, Male,1
12034,40.0,10, <=50K, Male,0
26956,20.0,>12, <=50K, Female,0
2206,40.0,9, >50K, Male,1
13020,30.0,7, <=50K, Female,0
12231,30.0,10, >50K, Male,1
9713,20.0,>12, >50K, Male,0
5529,60.0,9, <=50K, Male,0
31487,30.0,>12, <=50K, Male,0
6536,30.0,9, <=50K, Male,0
12961,20.0,>12, >50K, Male,0
31010,10.0,10, <=50K, Male,0
5371,20.0,9, <=50K, Male,0
15520,20.0,9, <=50K, Female,0
635,20.0,9, <=50K, Female,1
12515,40.0,10, <=50K, Female,1
22371,30.0,>12, <=50K, Female,0
11879,40.0,6, <=50K, Male,0
7333,20.0,10, <=50K, Female,0
5024,40.0,9, <=50K, Male,0
23884,40.0,10, <=50K, Male,0
13908,30.0,9, <=50K, Male,0
19867,30.0,9, <=50K, Male,0
21002,40.0,>12, <=50K, Male,0
21836,60.0,10, <=50K, Male,0
7710,50.0,>12, <=50K, Male,0
19526,20.0,>12, <=50K, Female,0
6960,30.0,9, >50K, Male,1
19475,40.0,>12, <=50K, Male,0
22898,>=70,<6, <=50K, Male,0
22369,30.0,>12, >50K, Male,1
11530,20.0,>12, >50K, Male,1
24092,20.0,>12, <=50K, Male,0
22839,40.0,9, <=50K, Male,0
3434,50.0,9, <=50K, Female,0
22066,20.0,12, <=50K, Male,0
28884,20.0,10, <=50K, Male,0
6011,30.0,10, >50K, Male,1
2689,20.0,9, <=50K, Female,0
17005,50.0,6, <=50K, Male,0
21916,50.0,9, <=50K, Female,1
15562,30.0,>12, >50K, Male,1
30800,40.0,9, <=50K, Female,0
6632,40.0,12, <=50K, Female,0
16581,20.0,9, <=50K, Male,0
13053,20.0,>12, <=50K, Female,0
12943,50.0,10, <=50K, Male,0
22048,30.0,11, <=50K, Male,0
9541,30.0,10, <=50K, Female,0
16560,20.0,9, <=50K, Female,0
27308,50.0,>12, <=50K, Male,0
4333,20.0,10, <=50K, Male,0
18418,30.0,9, >50K, Female,1
14455,30.0,11, <=50K, Female,1
31280,40.0,>12, >50K, Male,1
6937,30.0,6, <=50K, Male,0
21233,40.0,>12, <=50K, Male,0
7051,30.0,>12, >50K, Male,1
6030,50.0,9, >50K, Male,1
15551,40.0,>12, >50K, Male,1
816,40.0,11, <=50K, Female,1
29982,10.0,6, <=50K, Female,0
22186,30.0,9, <=50K, Male,0
30040,20.0,>12, <=50K, Female,0
25133,30.0,10, <=50K, Female,0
9360,50.0,9, <=50K, Female,0
25667,30.0,9, <=50K, Male,0
32449,40.0,>12, >50K, Male,1
14183,30.0,9, <=50K, Male,0
31416,40.0,>12, <=50K, Female,1
21575,30.0,9, <=50K, Male,0
21713,30.0,10, <=50K, Male,0
15470,40.0,12, >50K, Female,1
20116,30.0,9, <=50K, Female,0
22074,20.0,9, <=50K, Male,0
13056,40.0,>12, >50K, Male,0
28343,50.0,>12, <=50K, Male,0
17679,30.0,12, <=50K, Female,1
10034,40.0,10, <=50K, Female,1
20761,40.0,>12, >50K, Male,1
19052,30.0,9, <=50K, Male,0
7226,20.0,10, <=50K, Male,0
15629,20.0,>12, >50K, Male,1
10669,20.0,9, <=50K, Male,0
16384,20.0,9, <=50K, Male,0
28302,50.0,9, <=50K, Male,0
28413,20.0,9, <=50K, Male,0
28311,20.0,10, <=50K, Female,0
30595,40.0,>12, <=50K, Female,0
23166,20.0,12, <=50K, Female,0
25408,40.0,10, <=50K, Male,0
23644,40.0,9, <=50K, Male,0
3039,40.0,10, >50K, Male,1
24108,40.0,>12, >50K, Male,1
15178,20.0,9, <=50K, Male,0
16491,20.0,>12, <=50K, Male,0
31268,40.0,>12, <=50K, Male,0
24782,10.0,>12, <=50K, Female,1
16407,40.0,>12, >50K, Male,1
1944,10.0,7, <=50K, Female,0
22877,20.0,>12, <=50K, Male,0
10912,30.0,9, >50K, Male,1
26614,30.0,10, >50K, Male,1
21728,20.0,>12, <=50K, Male,0
7422,10.0,9, <=50K, Male,0
32268,40.0,9, <=50K, Male,0
11323,10.0,10, <=50K, Female,0
11987,20.0,>12, <=50K, Female,0
14176,20.0,9, <=50K, Male,0
15074,40.0,>12, >50K, Male,1
28033,60.0,<6, <=50K, Male,0
11111,20.0,>12, >50K, Male,1
10049,20.0,12, <=50K, Male,0
4540,40.0,11, >50K, Female,1
29505,30.0,>12, <=50K, Male,0
10810,20.0,12, <=50K, Female,0
17150,30.0,>12, <=50K, Female,0
89,40.0,>12, >50K, Female,1
4798,30.0,9, <=50K, Male,0
24770,50.0,>12, >50K, Male,1
18926,40.0,9, <=50K, Female,0
19848,20.0,10, <=50K, Female,0
27919,40.0,9, <=50K, Male,0
2736,30.0,9, >50K, Male,1
26300,50.0,>12, >50K, Male,1
12897,30.0,10, <=50K, Female,0
5853,20.0,10, <=50K, Female,0
25971,50.0,9, <=50K, Female,0
26176,20.0,10, <=50K, Male,0
4309,50.0,9, <=50K, Female,0
19875,30.0,9, <=50K, Male,0
11912,40.0,9, <=50K, Male,0
28430,30.0,9, <=50K, Female,0
10698,40.0,9, <=50K, Male,0
21090,>=70,9, <=50K, Male,0
29671,30.0,>12, <=50K, Female,0
15362,40.0,>12, <=50K, Female,1
9953,60.0,9, <=50K, Female,0
18392,10.0,10, <=50K, Male,0
19949,40.0,10, <=50K, Male,0
9403,10.0,9, <=50K, Male,0
28890,30.0,>12, >50K, Female,1
10181,40.0,10, <=50K, Female,0
9793,40.0,>12, <=50K, Male,0
7527,20.0,10, <=50K, Male,0
5443,30.0,9, <=50K, Male,0
14897,40.0,10, >50K, Male,0
28464,30.0,9, <=50K, Female,0
15026,20.0,7, <=50K, Male,0
10830,40.0,9, <=50K, Female,0
30488,50.0,11, <=50K, Female,0
23470,20.0,<6, <=50K, Male,0
30586,40.0,12, <=50K, Female,0
7117,40.0,9, >50K, Male,1
31783,50.0,9, >50K, Male,1
26244,10.0,9, <=50K, Female,0
31428,20.0,9, <=50K, Male,0
21020,30.0,9, <=50K, Male,0
14134,30.0,9, <=50K, Male,0
18758,20.0,9, <=50K, Male,0
16754,30.0,>12, <=50K, Female,0
18500,50.0,9, <=50K, Male,0
4097,40.0,>12, >50K, Male,1
8122,20.0,10, <=50K, Male,0
31852,40.0,10, <=50K, Female,0
28795,20.0,12, <=50K, Male,0
30045,30.0,9, <=50K, Male,0
15091,20.0,9, <=50K, Male,0
19356,30.0,9, >50K, Male,1
31114,20.0,9, <=50K, Male,0
30814,20.0,>12, <=50K, Female,0
28710,20.0,9, <=50K, Male,0
31855,>=70,9, <=50K, Male,0
20926,20.0,9, <=50K, Male,0
18084,30.0,12, <=50K, Male,0
14047,>=70,9, <=50K, Female,0
15446,40.0,11, <=50K, Male,0
19825,50.0,>12, <=50K, Female,1
11183,40.0,10, >50K, Male,1
31870,40.0,9, <=50K, Male,0
8298,20.0,10, <=50K, Male,0
22089,10.0,9, <=50K, Female,0
28508,30.0,>12, <=50K, Male,0
18562,60.0,<6, <=50K, Male,0
17740,40.0,12, <=50K, Male,0
1133,30.0,11, <=50K, Female,0
24123,20.0,9, >50K, Male,1
1910,30.0,7, <=50K, Male,0
1006,60.0,9, <=50K, Male,0
27591,10.0,9, <=50K, Female,0
11954,20.0,9, <=50K, Male,0
24589,20.0,10, <=50K, Female,0
16071,50.0,9, <=50K, Male,0
18649,60.0,>12, <=50K, Female,0
24693,20.0,<6, <=50K, Male,0
13720,50.0,9, <=50K, Male,0
23196,40.0,>12, >50K, Male,1
6953,20.0,9, <=50K, Female,0
25542,20.0,9, <=50K, Male,0
11634,30.0,9, <=50K, Male,0
1042,40.0,10, <=50K, Female,0
17574,>=70,>12, <=50K, Female,1
22895,>=70,10, <=50K, Female,1
16769,20.0,10, <=50K, Male,0
28649,50.0,9, <=50K, Male,0
1010,40.0,10, <=50K, Female,1
31283,60.0,9, <=50K, Female,0
28265,10.0,9, <=50K, Male,0
31936,50.0,10, <=50K, Male,0
378,40.0,>12, <=50K, Male,0
24068,30.0,10, <=50K, Male,0
475,40.0,>12, <=50K, Female,0
20614,20.0,9, <=50K, Female,0
18870,20.0,9, <=50K, Female,0
5662,30.0,<6, <=50K, Female,0
28107,30.0,>12, >50K, Female,1
9600,20.0,10, <=50K, Male,0
26757,30.0,7, <=50K, Male,0
20161,20.0,7, <=50K, Female,0
25934,40.0,9, <=50K, Female,0
4970,50.0,9, >50K, Male,1
15646,30.0,10, <=50K, Female,1
9040,20.0,>12, <=50K, Female,0
31824,60.0,<6, <=50K, Male,0
30323,20.0,9, <=50K, Female,0
29679,20.0,12, <=50K, Female,0
12481,40.0,9, <=50K, Male,0
21622,40.0,10, <=50K, Male,0
27119,50.0,>12, <=50K, Female,1
19509,20.0,>12, <=50K, Male,0
21665,20.0,10, <=50K, Male,0
977,40.0,>12, >50K, Male,1
7222,20.0,9, >50K, Female,1
4432,40.0,>12, <=50K, Male,0
6124,40.0,10, >50K, Male,0
4072,30.0,9, <=50K, Female,0
8380,30.0,10, <=50K, Female,0
10252,50.0,9, <=50K, Female,0
25843,30.0,9, <=50K, Male,0
10817,30.0,10, <=50K, Male,0
3207,20.0,>12, <=50K, Male,0
2880,30.0,9, <=50K, Male,0
7130,60.0,9, <=50K, Male,0
9231,30.0,<6, <=50K, Male,0
6947,30.0,9, <=50K, Male,0
9037,30.0,11, <=50K, Male,0
29310,20.0,9, <=50K, Female,0
18774,30.0,>12, <=50K, Male,0
13305,20.0,12, <=50K, Male,0
8583,40.0,9, <=50K, Female,0
17010,20.0,9, <=50K, Male,0
5690,40.0,7, <=50K, Male,0
30454,30.0,9, <=50K, Male,0
25022,40.0,>12, >50K, Male,1
27159,50.0,>12, >50K, Male,1
1523,20.0,10, <=50K, Female,0
17472,20.0,6, <=50K, Female,1
29210,20.0,12, <=50K, Female,0
6195,20.0,10, <=50K, Male,0
8946,50.0,9, <=50K, Male,0
30122,20.0,8, <=50K, Female,0
23698,20.0,>12, <=50K, Male,0
4826,20.0,10, <=50K, Female,0
31777,10.0,9, <=50K, Female,0
21809,40.0,9, <=50K, Male,0
15331,60.0,>12, >50K, Male,1
10571,30.0,9, <=50K, Female,0
4803,20.0,12, <=50K, Female,0
19010,20.0,10, <=50K, Male,0
258,40.0,11, <=50K, Female,1
30485,40.0,>12, >50K, Male,1
15974,40.0,>12, <=50K, Male,0
19575,40.0,10, <=50K, Female,0
26151,50.0,>12, >50K, Male,1
28071,10.0,8, <=50K, Female,1
6803,30.0,9, >50K, Male,1
32489,60.0,9, <=50K, Male,0
10392,30.0,9, <=50K, Male,0
7732,40.0,>12, >50K, Male,1
4571,30.0,>12, >50K, Male,0
16398,20.0,<6, <=50K, Female,0
7859,30.0,10, <=50K, Male,0
8791,40.0,6, >50K, Male,1
20974,20.0,9, <=50K, Male,0
26766,40.0,>12, <=50K, Male,0
3601,30.0,>12, <=50K, Male,0
10218,50.0,10, >50K, Male,1
19850,30.0,9, >50K, Male,1
28073,30.0,9, <=50K, Female,0
13600,50.0,<6, <=50K, Male,0
7864,30.0,9, <=50K, Male,0
17229,40.0,10, <=50K, Male,0
30144,10.0,7, <=50K, Female,0
8468,40.0,11, >50K, Female,1
19223,>=70,9, <=50K, Female,0
24668,30.0,10, <=50K, Female,0
5029,10.0,8, <=50K, Female,0
17318,50.0,>12, >50K, Male,1
31132,20.0,10, <=50K, Female,0
30140,20.0,10, <=50K, Female,0
5847,30.0,9, <=50K, Male,0
31767,10.0,10, <=50K, Male,0
27754,40.0,10, <=50K, Male,0
7442,20.0,>12, <=50K, Male,0
22387,20.0,10, <=50K, Male,0
