id,race,age_cat,c_charge_degree,priors_count,is_recid
1852,African-American,25 to 45,F,More than 3,1
7064,African-American,25 to 45,M,More than 3,1
6467,African-American,25 to 45,F,More than 3,0
4860,African-American,Less than 25,M,0,0
6043,Caucasian,Greater than 45,F,1 to 3,0
2746,Caucasian,Greater than 45,M,1 to 3,1
3206,African-American,25 to 45,F,More than 3,0
1557,African-American,Greater than 45,F,0,0
5832,Caucasian,Greater than 45,F,1 to 3,0
9767,Caucasian,25 to 45,M,0,0
4647,Caucasian,Less than 25,M,1 to 3,0
4448,African-American,25 to 45,F,0,0
6809,African-American,25 to 45,F,0,0
7587,African-American,25 to 45,M,More than 3,1
6322,Caucasian,25 to 45,F,1 to 3,1
4179,African-American,Less than 25,F,0,1
4679,Caucasian,25 to 45,M,0,0
9040,African-American,25 to 45,F,1 to 3,0
2566,African-American,25 to 45,M,1 to 3,1
7615,African-American,25 to 45,F,0,0
10735,African-American,Greater than 45,F,1 to 3,0
5716,African-American,25 to 45,F,More than 3,0
7359,Caucasian,Less than 25,F,1 to 3,0
2576,Caucasian,Less than 25,F,1 to 3,1
8024,African-American,25 to 45,M,1 to 3,1
4660,African-American,Less than 25,F,0,0
10344,African-American,25 to 45,F,0,0
6702,African-American,25 to 45,M,0,0
5158,African-American,Greater than 45,M,1 to 3,0
2344,African-American,Less than 25,M,1 to 3,1
9156,Caucasian,Less than 25,F,More than 3,1
1805,African-American,25 to 45,F,More than 3,1
2630,African-American,25 to 45,F,More than 3,1
3391,African-American,25 to 45,M,More than 3,1
9868,African-American,25 to 45,M,1 to 3,0
8647,African-American,25 to 45,F,More than 3,1
1847,African-American,25 to 45,M,0,0
9509,African-American,25 to 45,F,More than 3,1
277,African-American,Greater than 45,M,More than 3,1
5857,African-American,Less than 25,F,1 to 3,0
5352,African-American,Less than 25,M,0,1
9381,Caucasian,25 to 45,M,1 to 3,0
10315,African-American,25 to 45,F,0,1
580,Caucasian,Less than 25,M,1 to 3,0
252,Caucasian,25 to 45,F,0,0
8574,Caucasian,25 to 45,M,0,0
7308,Caucasian,Greater than 45,F,1 to 3,1
6549,African-American,Greater than 45,M,0,1
2575,Caucasian,25 to 45,F,1 to 3,1
7275,Caucasian,25 to 45,M,0,0
4108,African-American,25 to 45,F,More than 3,1
4466,African-American,25 to 45,F,1 to 3,1
159,Caucasian,25 to 45,F,1 to 3,0
9284,Caucasian,25 to 45,F,0,0
8773,African-American,25 to 45,M,More than 3,1
1162,African-American,25 to 45,F,More than 3,1
9985,Caucasian,25 to 45,F,More than 3,0
2711,Caucasian,25 to 45,F,0,1
9984,African-American,Less than 25,F,0,0
2591,African-American,Less than 25,M,1 to 3,1
887,African-American,25 to 45,F,More than 3,1
7074,Caucasian,Less than 25,M,More than 3,1
1131,African-American,Less than 25,F,0,1
2932,African-American,25 to 45,F,1 to 3,0
6801,Caucasian,25 to 45,F,1 to 3,0
459,African-American,25 to 45,F,More than 3,0
6450,African-American,25 to 45,F,1 to 3,0
1520,Caucasian,Less than 25,F,1 to 3,0
3946,African-American,25 to 45,F,1 to 3,1
1325,African-American,Greater than 45,F,0,0
9655,Caucasian,25 to 45,M,0,1
1917,Caucasian,Greater than 45,F,1 to 3,0
5003,African-American,25 to 45,F,More than 3,1
1235,African-American,25 to 45,F,More than 3,1
5364,Caucasian,25 to 45,M,0,0
2235,Caucasian,25 to 45,F,More than 3,0
10883,African-American,25 to 45,F,1 to 3,1
1179,African-American,25 to 45,F,More than 3,0
4342,African-American,Less than 25,F,1 to 3,1
7319,Caucasian,25 to 45,M,1 to 3,1
1919,Caucasian,25 to 45,F,0,1
5659,Caucasian,25 to 45,M,1 to 3,0
6699,Caucasian,25 to 45,M,More than 3,0
9931,African-American,Greater than 45,M,0,0
6380,African-American,25 to 45,F,1 to 3,0
1348,African-American,25 to 45,F,1 to 3,0
24,Caucasian,25 to 45,F,More than 3,1
8881,African-American,25 to 45,F,0,1
8611,African-American,25 to 45,F,More than 3,1
6250,African-American,Less than 25,F,1 to 3,1
3051,African-American,Greater than 45,M,0,0
1563,African-American,Greater than 45,F,More than 3,0
805,Caucasian,25 to 45,F,More than 3,1
1195,African-American,25 to 45,F,1 to 3,0
8452,Caucasian,25 to 45,M,1 to 3,0
10224,African-American,25 to 45,F,0,0
6884,Caucasian,25 to 45,F,0,0
724,Caucasian,Greater than 45,F,1 to 3,0
7425,African-American,Less than 25,F,0,0
2930,African-American,25 to 45,M,More than 3,1
1025,African-American,25 to 45,M,0,1
856,Caucasian,25 to 45,F,1 to 3,0
3337,African-American,25 to 45,F,More than 3,1
4948,Caucasian,25 to 45,F,1 to 3,0
3041,Caucasian,25 to 45,M,0,1
2679,Caucasian,25 to 45,M,0,0
5141,African-American,Greater than 45,M,More than 3,1
6156,Caucasian,25 to 45,M,More than 3,0
6828,Caucasian,25 to 45,F,1 to 3,0
9861,Caucasian,25 to 45,F,1 to 3,0
399,African-American,Greater than 45,F,0,0
7734,African-American,25 to 45,F,0,1
5779,African-American,25 to 45,M,More than 3,1
624,African-American,Less than 25,F,0,0
4408,African-American,25 to 45,F,1 to 3,0
9973,African-American,Less than 25,F,0,1
1718,African-American,25 to 45,F,More than 3,1
3603,African-American,25 to 45,F,More than 3,1
7283,African-American,25 to 45,M,1 to 3,0
5335,Caucasian,Greater than 45,F,More than 3,0
2034,Caucasian,25 to 45,F,1 to 3,0
9394,Caucasian,25 to 45,F,More than 3,0
1729,African-American,25 to 45,M,1 to 3,1
2268,Caucasian,25 to 45,F,More than 3,0
9709,African-American,Less than 25,F,1 to 3,0
8183,Caucasian,Greater than 45,F,1 to 3,1
713,African-American,Greater than 45,M,More than 3,1
8240,African-American,25 to 45,M,1 to 3,0
4069,Caucasian,Less than 25,F,1 to 3,1
786,Caucasian,Greater than 45,M,0,0
10052,African-American,25 to 45,F,1 to 3,0
694,Caucasian,25 to 45,F,1 to 3,1
2745,Caucasian,25 to 45,F,0,0
4473,African-American,25 to 45,M,0,1
502,African-American,Less than 25,F,0,0
5609,African-American,Greater than 45,F,More than 3,1
9840,Caucasian,25 to 45,M,0,1
9959,African-American,Less than 25,M,0,0
1260,African-American,Greater than 45,M,More than 3,1
9209,African-American,25 to 45,F,1 to 3,1
2766,African-American,25 to 45,F,More than 3,1
7821,Caucasian,25 to 45,F,1 to 3,0
9096,African-American,25 to 45,F,More than 3,0
9442,African-American,25 to 45,F,1 to 3,1
5684,African-American,Less than 25,F,0,0
1994,Caucasian,25 to 45,M,More than 3,1
417,African-American,25 to 45,F,0,0
8634,African-American,25 to 45,F,0,0
8438,Caucasian,25 to 45,F,More than 3,1
6788,African-American,Greater than 45,F,More than 3,0
6044,African-American,Less than 25,F,1 to 3,1
3192,Caucasian,25 to 45,M,0,0
8501,African-American,25 to 45,F,More than 3,1
7427,African-American,25 to 45,M,More than 3,1
3743,African-American,Less than 25,F,1 to 3,0
8211,Caucasian,25 to 45,F,1 to 3,0
2258,Caucasian,Less than 25,F,0,1
9229,African-American,Less than 25,M,0,0
1061,African-American,Greater than 45,F,0,0
407,African-American,Less than 25,M,1 to 3,1
10652,African-American,25 to 45,M,1 to 3,1
4766,Caucasian,25 to 45,F,1 to 3,1
2152,African-American,25 to 45,F,1 to 3,0
5886,Caucasian,Greater than 45,M,0,0
8688,Caucasian,25 to 45,F,0,0
3860,Caucasian,Greater than 45,M,0,0
1473,African-American,25 to 45,M,0,1
9106,Caucasian,25 to 45,F,1 to 3,1
4520,African-American,25 to 45,F,1 to 3,1
8471,African-American,Less than 25,F,1 to 3,1
6731,Caucasian,25 to 45,M,0,0
5623,Caucasian,25 to 45,M,0,1
1144,African-American,25 to 45,F,1 to 3,0
5628,Caucasian,25 to 45,F,1 to 3,0
9028,African-American,25 to 45,M,1 to 3,0
4186,Caucasian,Greater than 45,F,0,0
9380,Caucasian,25 to 45,F,More than 3,0
7123,African-American,25 to 45,M,0,1
7728,African-American,25 to 45,F,More than 3,1
4885,African-American,25 to 45,F,1 to 3,0
7928,Caucasian,25 to 45,F,0,0
8775,African-American,25 to 45,F,More than 3,0
4890,African-American,Less than 25,M,1 to 3,1
317,African-American,25 to 45,F,1 to 3,0
8695,Caucasian,Greater than 45,F,0,0
9165,African-American,25 to 45,F,0,0
9201,African-American,Less than 25,F,1 to 3,1
6047,Caucasian,Greater than 45,F,1 to 3,0
3306,Caucasian,25 to 45,M,1 to 3,0
9917,African-American,25 to 45,M,1 to 3,0
9185,African-American,Greater than 45,F,More than 3,1
7740,African-American,25 to 45,M,More than 3,0
5347,African-American,25 to 45,F,More than 3,0
2138,African-American,25 to 45,F,More than 3,1
7500,African-American,25 to 45,F,1 to 3,0
10256,Caucasian,25 to 45,F,More than 3,0
5047,African-American,25 to 45,F,1 to 3,0
5992,African-American,Less than 25,M,1 to 3,0
1202,African-American,25 to 45,F,More than 3,1
7247,African-American,Less than 25,F,1 to 3,1
154,Caucasian,25 to 45,F,0,1
1212,African-American,Less than 25,M,1 to 3,1
7417,Caucasian,Greater than 45,F,0,0
3620,Caucasian,Greater than 45,M,0,0
8104,African-American,25 to 45,F,More than 3,0
4436,African-American,Less than 25,F,More than 3,1
2051,Caucasian,25 to 45,F,0,1
4616,African-American,Less than 25,F,More than 3,1
7482,African-American,25 to 45,M,1 to 3,1
10975,African-American,25 to 45,F,1 to 3,0
4370,African-American,25 to 45,F,1 to 3,0
8360,African-American,25 to 45,F,More than 3,1
6247,African-American,25 to 45,M,More than 3,1
7837,Caucasian,Greater than 45,F,1 to 3,0
9723,African-American,Less than 25,M,0,0
1987,Caucasian,Greater than 45,M,More than 3,0
2683,Caucasian,Greater than 45,M,0,0
1192,African-American,Greater than 45,F,More than 3,0
1490,African-American,25 to 45,M,More than 3,1
8004,Caucasian,25 to 45,F,More than 3,1
3237,Caucasian,25 to 45,M,0,0
3040,African-American,Greater than 45,F,1 to 3,0
1645,African-American,Less than 25,F,1 to 3,1
8349,African-American,25 to 45,F,1 to 3,0
6608,Caucasian,25 to 45,F,More than 3,1
4371,Caucasian,Greater than 45,M,0,0
4794,African-American,25 to 45,F,More than 3,1
405,Caucasian,25 to 45,F,0,1
4580,African-American,25 to 45,F,More than 3,1
3413,Caucasian,25 to 45,F,0,1
5958,African-American,Less than 25,F,1 to 3,1
7962,African-American,25 to 45,F,0,0
2754,Caucasian,25 to 45,M,0,0
10806,African-American,Less than 25,F,More than 3,1
638,African-American,25 to 45,F,More than 3,1
5379,African-American,25 to 45,F,More than 3,0
4469,Caucasian,Greater than 45,M,0,0
1298,African-American,Less than 25,M,More than 3,0
7652,African-American,25 to 45,F,More than 3,1
5148,Caucasian,25 to 45,M,0,1
406,African-American,25 to 45,F,More than 3,1
10936,African-American,Less than 25,F,0,1
6740,African-American,25 to 45,F,1 to 3,1
7986,African-American,Less than 25,F,0,1
5727,African-American,25 to 45,F,More than 3,0
6173,African-American,Greater than 45,M,0,0
9641,Caucasian,Greater than 45,F,1 to 3,0
2926,African-American,Less than 25,F,0,1
5564,African-American,25 to 45,F,More than 3,1
428,Caucasian,Greater than 45,F,1 to 3,0
8604,African-American,Less than 25,F,0,0
8434,African-American,25 to 45,F,0,1
3982,African-American,25 to 45,F,0,0
5969,Caucasian,25 to 45,M,0,1
107,African-American,25 to 45,F,More than 3,1
5680,African-American,25 to 45,M,More than 3,1
3387,African-American,Greater than 45,M,1 to 3,1
3415,African-American,25 to 45,F,1 to 3,1
6737,African-American,Less than 25,M,1 to 3,1
3542,Caucasian,Less than 25,F,0,1
5150,African-American,25 to 45,M,1 to 3,0
6585,African-American,25 to 45,F,1 to 3,1
5423,Caucasian,Greater than 45,F,1 to 3,0
7413,African-American,Less than 25,F,1 to 3,1
2402,African-American,Greater than 45,F,More than 3,1
6963,Caucasian,Greater than 45,F,1 to 3,0
9855,Caucasian,Greater than 45,F,1 to 3,0
8908,African-American,25 to 45,M,More than 3,0
5436,Caucasian,Greater than 45,M,1 to 3,0
9327,African-American,Less than 25,F,1 to 3,1
10614,African-American,25 to 45,M,More than 3,1
3780,Caucasian,Less than 25,M,1 to 3,0
8120,African-American,25 to 45,M,More than 3,0
7024,Caucasian,25 to 45,F,1 to 3,0
2250,African-American,25 to 45,F,More than 3,1
2579,African-American,25 to 45,M,0,0
9738,African-American,25 to 45,M,1 to 3,0
6314,Caucasian,Less than 25,F,0,1
6293,African-American,25 to 45,M,0,0
6182,African-American,25 to 45,M,0,0
1410,African-American,25 to 45,F,1 to 3,0
8097,African-American,25 to 45,F,More than 3,1
8889,Caucasian,25 to 45,F,1 to 3,0
8728,Caucasian,Less than 25,M,0,0
10671,African-American,25 to 45,F,More than 3,1
10230,Caucasian,Greater than 45,M,0,0
1990,African-American,Greater than 45,F,More than 3,1
7051,African-American,Greater than 45,F,1 to 3,0
9758,Caucasian,25 to 45,F,More than 3,1
6301,African-American,25 to 45,F,1 to 3,1
6629,Caucasian,25 to 45,M,1 to 3,1
1058,African-American,25 to 45,M,1 to 3,0
1008,Caucasian,Greater than 45,M,1 to 3,0
8885,African-American,Less than 25,F,1 to 3,1
7490,African-American,25 to 45,M,1 to 3,0
5851,Caucasian,25 to 45,F,More than 3,1
1601,Caucasian,25 to 45,M,1 to 3,1
5069,African-American,Less than 25,M,1 to 3,1
10351,African-American,25 to 45,M,0,1
2216,African-American,25 to 45,F,1 to 3,0
2386,African-American,25 to 45,M,0,1
6105,African-American,25 to 45,F,More than 3,1
6195,Caucasian,Less than 25,M,1 to 3,1
7479,Caucasian,Less than 25,F,0,0
6721,African-American,25 to 45,M,0,0
157,Caucasian,25 to 45,F,0,0
7697,African-American,25 to 45,M,0,0
823,African-American,25 to 45,F,More than 3,1
573,African-American,25 to 45,M,1 to 3,0
6706,African-American,25 to 45,F,More than 3,1
964,Caucasian,Less than 25,F,1 to 3,1
5015,Caucasian,25 to 45,M,0,1
4712,African-American,Greater than 45,F,More than 3,0
3483,Caucasian,25 to 45,M,0,0
7462,Caucasian,Greater than 45,M,1 to 3,1
8145,African-American,Less than 25,M,1 to 3,1
7669,African-American,25 to 45,M,0,0
8997,African-American,Greater than 45,F,1 to 3,0
438,African-American,25 to 45,F,More than 3,1
5671,Caucasian,25 to 45,F,1 to 3,1
6783,African-American,Greater than 45,M,More than 3,1
7730,Caucasian,25 to 45,M,1 to 3,1
5446,African-American,Greater than 45,F,More than 3,0
7454,African-American,25 to 45,M,1 to 3,1
7499,Caucasian,25 to 45,M,1 to 3,1
9125,Caucasian,Greater than 45,M,1 to 3,1
5189,Caucasian,25 to 45,F,1 to 3,0
5813,African-American,25 to 45,F,0,1
6264,African-American,25 to 45,F,0,0
42,African-American,25 to 45,F,More than 3,1
3732,African-American,25 to 45,M,1 to 3,0
299,Caucasian,Greater than 45,F,1 to 3,0
8543,African-American,Less than 25,F,1 to 3,1
3626,Caucasian,Greater than 45,F,0,0
9415,Caucasian,Greater than 45,F,More than 3,1
9034,African-American,25 to 45,M,1 to 3,1
9674,Caucasian,Less than 25,M,More than 3,1
6242,Caucasian,Greater than 45,M,0,0
334,African-American,25 to 45,F,More than 3,1
8292,African-American,25 to 45,F,More than 3,1
2194,African-American,25 to 45,M,1 to 3,0
5483,Caucasian,25 to 45,F,More than 3,0
55,Caucasian,25 to 45,M,0,0
5017,Caucasian,25 to 45,F,1 to 3,1
6672,African-American,Less than 25,F,1 to 3,1
7437,Caucasian,25 to 45,F,More than 3,1
1871,African-American,25 to 45,F,1 to 3,1
6668,African-American,25 to 45,M,0,1
5885,Caucasian,Greater than 45,F,1 to 3,1
7711,African-American,Less than 25,F,0,0
3085,African-American,Less than 25,F,0,0
8638,African-American,25 to 45,F,More than 3,1
10237,Caucasian,Less than 25,F,0,1
5756,African-American,25 to 45,F,More than 3,0
9225,African-American,25 to 45,M,More than 3,1
882,Caucasian,Greater than 45,F,More than 3,1
815,Caucasian,Less than 25,F,0,1
9467,African-American,Less than 25,F,0,1
3426,African-American,25 to 45,F,More than 3,1
2418,Caucasian,Greater than 45,F,0,0
2151,Caucasian,25 to 45,M,1 to 3,1
4486,Caucasian,Less than 25,F,1 to 3,1
2029,African-American,25 to 45,F,1 to 3,0
2931,African-American,25 to 45,F,0,0
7481,Caucasian,Less than 25,F,0,1
10301,African-American,Less than 25,F,1 to 3,1
4070,African-American,25 to 45,M,1 to 3,0
7848,Caucasian,Less than 25,F,0,0
5004,African-American,25 to 45,F,0,1
1786,African-American,25 to 45,M,More than 3,1
4451,Caucasian,Greater than 45,M,1 to 3,0
4678,African-American,Greater than 45,F,More than 3,0
8882,African-American,Less than 25,M,1 to 3,1
4705,African-American,Greater than 45,M,1 to 3,1
1591,Caucasian,Greater than 45,M,0,0
2195,African-American,25 to 45,F,More than 3,1
3226,African-American,25 to 45,F,More than 3,1
4265,African-American,Greater than 45,F,More than 3,0
5204,African-American,25 to 45,F,More than 3,0
8218,Caucasian,Less than 25,M,0,0
6021,Caucasian,25 to 45,M,1 to 3,1
4324,Caucasian,Less than 25,F,0,0
7382,African-American,25 to 45,F,More than 3,1
1062,African-American,25 to 45,F,More than 3,0
925,Caucasian,25 to 45,M,1 to 3,0
7726,Caucasian,Greater than 45,M,1 to 3,0
7526,Caucasian,Less than 25,M,0,1
2703,African-American,Greater than 45,F,1 to 3,0
5255,African-American,25 to 45,F,1 to 3,0
1005,African-American,Greater than 45,M,1 to 3,1
4731,African-American,Less than 25,F,0,1
6113,African-American,Greater than 45,M,1 to 3,1
2406,African-American,Greater than 45,F,1 to 3,0
6705,Caucasian,25 to 45,M,0,0
5905,Caucasian,Greater than 45,F,More than 3,1
206,Caucasian,25 to 45,F,More than 3,1
4718,Caucasian,25 to 45,F,1 to 3,0
8969,African-American,Less than 25,F,1 to 3,1
4670,Caucasian,25 to 45,M,0,0
4662,Caucasian,25 to 45,F,0,0
8610,Caucasian,Greater than 45,M,1 to 3,0
6855,Caucasian,25 to 45,F,1 to 3,1
3805,Caucasian,25 to 45,F,0,1
7228,Caucasian,25 to 45,F,More than 3,1
3594,African-American,Greater than 45,M,1 to 3,1
2394,Caucasian,25 to 45,F,1 to 3,1
3240,African-American,25 to 45,F,More than 3,0
9166,African-American,Less than 25,F,0,0
1914,African-American,Less than 25,F,0,0
7211,African-American,25 to 45,M,More than 3,1
4817,African-American,25 to 45,M,1 to 3,1
5673,African-American,25 to 45,F,More than 3,1
7312,Caucasian,25 to 45,F,More than 3,1
10375,African-American,Less than 25,M,0,1
8743,African-American,25 to 45,M,More than 3,1
8970,Caucasian,Greater than 45,M,0,1
2584,African-American,Less than 25,F,1 to 3,0
10636,Caucasian,Less than 25,M,0,0
9731,African-American,Less than 25,M,1 to 3,0
8941,Caucasian,Less than 25,F,1 to 3,1
9956,African-American,Greater than 45,F,More than 3,1
2988,Caucasian,Greater than 45,F,1 to 3,0
6280,African-American,25 to 45,M,0,0
1607,African-American,25 to 45,F,More than 3,1
10618,African-American,25 to 45,F,More than 3,1
7092,Caucasian,25 to 45,F,1 to 3,0
1205,African-American,Greater than 45,M,0,0
5166,Caucasian,25 to 45,F,More than 3,0
5502,African-American,Less than 25,F,1 to 3,1
9643,Caucasian,25 to 45,F,0,0
10272,African-American,Less than 25,M,0,0
8290,African-American,Less than 25,F,More than 3,1
1849,African-American,25 to 45,F,More than 3,1
6477,Caucasian,Greater than 45,F,More than 3,1
9830,Caucasian,Greater than 45,F,0,0
23,Caucasian,25 to 45,F,More than 3,1
4808,African-American,Greater than 45,F,More than 3,1
4136,African-American,25 to 45,F,0,0
9704,African-American,Less than 25,F,0,0
8621,African-American,25 to 45,F,1 to 3,0
7913,African-American,25 to 45,M,More than 3,0
2289,Caucasian,Less than 25,M,1 to 3,1
1283,African-American,Less than 25,F,1 to 3,1
2405,African-American,Less than 25,F,0,0
4076,African-American,25 to 45,F,More than 3,0
8094,Caucasian,Greater than 45,M,0,0
4934,Caucasian,25 to 45,M,0,0
10185,African-American,25 to 45,M,0,0
7386,African-American,Less than 25,F,1 to 3,1
10960,African-American,Less than 25,F,0,1
3162,Caucasian,25 to 45,M,More than 3,1
3667,African-American,25 to 45,M,1 to 3,0
1370,Caucasian,Greater than 45,M,0,0
7012,African-American,25 to 45,F,0,0
975,African-American,Less than 25,F,0,0
4692,Caucasian,Greater than 45,M,0,0
7385,Caucasian,Greater than 45,F,1 to 3,1
4130,Caucasian,Greater than 45,F,0,0
327,Caucasian,Greater than 45,M,0,0
1816,Caucasian,25 to 45,F,More than 3,1
3380,African-American,Greater than 45,F,1 to 3,0
6858,Caucasian,Greater than 45,M,1 to 3,0
3029,African-American,25 to 45,F,0,1
8644,African-American,25 to 45,M,0,0
6192,Caucasian,Greater than 45,F,More than 3,0
8281,Caucasian,25 to 45,F,1 to 3,0
1122,African-American,Less than 25,F,0,0
4811,Caucasian,Greater than 45,F,1 to 3,0
7381,African-American,25 to 45,F,0,0
6864,African-American,25 to 45,M,More than 3,1
4048,Caucasian,25 to 45,F,1 to 3,1
9541,African-American,25 to 45,F,1 to 3,1
548,African-American,Less than 25,F,1 to 3,1
7736,African-American,25 to 45,F,1 to 3,1
6730,African-American,25 to 45,M,0,0
6125,African-American,25 to 45,F,More than 3,0
10865,Caucasian,Greater than 45,F,1 to 3,0
6667,African-American,Less than 25,F,1 to 3,0
3134,African-American,Less than 25,M,1 to 3,1
1545,African-American,25 to 45,F,1 to 3,0
3719,African-American,Less than 25,F,1 to 3,0
9872,African-American,Greater than 45,M,0,1
5633,African-American,25 to 45,M,0,0
4629,Caucasian,Greater than 45,M,0,1
8154,African-American,Less than 25,M,1 to 3,0
9146,African-American,Less than 25,M,0,0
7006,Caucasian,25 to 45,F,1 to 3,1
4979,African-American,25 to 45,F,More than 3,1
1313,African-American,25 to 45,F,0,1
3101,African-American,25 to 45,F,1 to 3,0
8472,African-American,25 to 45,F,More than 3,1
2963,Caucasian,25 to 45,F,0,0
6840,African-American,25 to 45,F,More than 3,1
1924,African-American,Less than 25,F,0,1
7464,African-American,Less than 25,F,1 to 3,1
9404,African-American,25 to 45,M,1 to 3,1
6497,African-American,25 to 45,M,More than 3,1
6189,Caucasian,Greater than 45,F,1 to 3,1
6422,African-American,Less than 25,F,1 to 3,0
5871,Caucasian,Greater than 45,F,1 to 3,0
5978,African-American,25 to 45,F,More than 3,0
7203,African-American,Greater than 45,F,0,0
8586,African-American,Greater than 45,M,1 to 3,0
10469,African-American,25 to 45,M,0,0
8116,Caucasian,Less than 25,F,1 to 3,0
4128,African-American,Less than 25,M,0,1
6522,African-American,Less than 25,F,1 to 3,1
3601,African-American,25 to 45,M,More than 3,1
4511,African-American,Greater than 45,F,1 to 3,0
9038,African-American,25 to 45,F,1 to 3,0
5795,Caucasian,25 to 45,M,0,0
5553,Caucasian,Less than 25,F,0,0
3112,African-American,25 to 45,F,0,1
9488,Caucasian,Less than 25,M,0,1
10757,African-American,Less than 25,M,0,1
10136,African-American,25 to 45,F,1 to 3,1
8774,Caucasian,25 to 45,M,1 to 3,0
2401,African-American,25 to 45,M,1 to 3,0
9656,African-American,25 to 45,F,More than 3,1
4422,African-American,25 to 45,F,0,0
7205,Caucasian,25 to 45,F,0,1
8583,African-American,25 to 45,M,More than 3,1
2464,African-American,Greater than 45,F,More than 3,0
2533,Caucasian,Less than 25,M,0,1
5427,African-American,25 to 45,F,1 to 3,0
7683,African-American,Less than 25,F,1 to 3,1
10651,Caucasian,Less than 25,M,0,0
3980,African-American,25 to 45,M,0,1
1197,African-American,Less than 25,F,1 to 3,1
8311,Caucasian,Less than 25,F,1 to 3,0
7447,African-American,Less than 25,M,0,1
4432,Caucasian,Less than 25,M,0,0
485,African-American,Less than 25,F,1 to 3,1
6347,African-American,Less than 25,F,1 to 3,1
3498,African-American,25 to 45,F,More than 3,1
429,African-American,Less than 25,M,0,1
10942,African-American,Less than 25,M,0,1
1123,African-American,Greater than 45,F,More than 3,0
2083,African-American,Less than 25,F,1 to 3,1
1689,Caucasian,Greater than 45,M,1 to 3,1
3602,African-American,25 to 45,M,More than 3,1
7540,African-American,25 to 45,F,More than 3,1
5736,Caucasian,Greater than 45,M,0,0
6032,African-American,Less than 25,M,0,0
8463,African-American,Less than 25,F,0,0
3453,African-American,Greater than 45,F,More than 3,1
8039,Caucasian,25 to 45,M,1 to 3,0
6483,Caucasian,Greater than 45,F,More than 3,0
2939,African-American,Less than 25,M,More than 3,0
5985,Caucasian,Greater than 45,M,0,0
10766,African-American,25 to 45,F,More than 3,1
4998,Caucasian,25 to 45,F,1 to 3,0
5151,Caucasian,Greater than 45,F,1 to 3,0
7257,Caucasian,Less than 25,F,1 to 3,1
557,African-American,Less than 25,F,More than 3,1
6337,African-American,Greater than 45,F,More than 3,0
10571,Caucasian,Less than 25,F,1 to 3,1
246,Caucasian,Greater than 45,M,1 to 3,0
6649,Caucasian,25 to 45,M,1 to 3,1
1036,African-American,25 to 45,F,1 to 3,0
8119,African-American,25 to 45,F,1 to 3,1
6650,African-American,Less than 25,M,0,1
113,African-American,Less than 25,M,1 to 3,1
5222,African-American,Less than 25,F,0,1
2479,African-American,25 to 45,M,More than 3,1
9945,Caucasian,Less than 25,F,0,1
1864,African-American,25 to 45,M,1 to 3,0
2355,African-American,Less than 25,M,0,1
5689,Caucasian,Less than 25,F,1 to 3,1
857,African-American,25 to 45,F,More than 3,1
7231,African-American,25 to 45,M,1 to 3,0
10218,African-American,Less than 25,M,0,1
8312,African-American,25 to 45,F,0,0
8023,African-American,25 to 45,M,More than 3,1
4897,Caucasian,25 to 45,F,More than 3,1
10899,Caucasian,25 to 45,M,More than 3,1
10996,African-American,Less than 25,F,0,0
2460,Caucasian,Greater than 45,F,1 to 3,1
10870,Caucasian,25 to 45,F,More than 3,1
10907,Caucasian,25 to 45,F,1 to 3,0
1275,Caucasian,Greater than 45,F,0,0
3431,African-American,25 to 45,M,0,0
