id,race,age_cat,c_charge_degree,priors_count,is_recid
1664,Caucasian,25 to 45,M,1 to 3,0
2875,African-American,25 to 45,F,More than 3,1
7804,African-American,Less than 25,F,1 to 3,0
189,Caucasian,Greater than 45,M,1 to 3,0
5773,African-American,25 to 45,F,1 to 3,0
8411,African-American,25 to 45,F,More than 3,0
6855,Caucasian,25 to 45,F,1 to 3,1
5380,African-American,25 to 45,F,More than 3,1
53,Caucasian,Less than 25,M,1 to 3,1
10557,African-American,25 to 45,M,More than 3,0
5366,Caucasian,Greater than 45,F,More than 3,1
10161,Caucasian,25 to 45,F,0,0
10188,Caucasian,25 to 45,M,1 to 3,1
1861,African-American,25 to 45,F,1 to 3,1
7759,African-American,Less than 25,F,0,1
10695,Caucasian,25 to 45,M,More than 3,1
1914,African-American,Less than 25,F,0,0
4712,African-American,Greater than 45,F,More than 3,0
4416,Caucasian,Greater than 45,F,1 to 3,0
7437,Caucasian,25 to 45,F,More than 3,1
8355,African-American,25 to 45,F,1 to 3,0
1971,African-American,25 to 45,F,1 to 3,0
8110,Caucasian,Less than 25,M,0,0
3675,African-American,25 to 45,F,More than 3,1
10,Caucasian,25 to 45,M,0,0
402,African-American,Greater than 45,F,0,0
10758,African-American,Greater than 45,M,1 to 3,0
8503,African-American,25 to 45,M,1 to 3,0
3539,African-American,25 to 45,F,1 to 3,0
3571,Caucasian,25 to 45,M,1 to 3,1
7809,Caucasian,Greater than 45,F,0,1
3206,African-American,25 to 45,F,More than 3,0
853,African-American,Greater than 45,M,1 to 3,0
202,Caucasian,25 to 45,M,0,1
87,African-American,25 to 45,F,More than 3,0
7920,African-American,Less than 25,F,0,0
465,Caucasian,25 to 45,F,0,0
3778,Caucasian,25 to 45,M,1 to 3,1
8456,African-American,25 to 45,M,1 to 3,0
5386,Caucasian,25 to 45,F,1 to 3,0
446,African-American,Less than 25,M,0,0
7237,Caucasian,25 to 45,M,1 to 3,0
8212,Caucasian,25 to 45,F,0,0
3035,Caucasian,25 to 45,F,More than 3,0
6207,African-American,Greater than 45,M,0,0
6550,African-American,Greater than 45,F,More than 3,1
2442,African-American,Less than 25,F,More than 3,1
3952,Caucasian,25 to 45,M,0,0
6281,Caucasian,25 to 45,F,More than 3,0
6470,African-American,Less than 25,F,0,1
538,African-American,25 to 45,M,1 to 3,0
4444,Caucasian,25 to 45,F,1 to 3,0
7223,African-American,Greater than 45,F,1 to 3,0
4877,Caucasian,Less than 25,F,1 to 3,1
7737,Caucasian,Less than 25,F,0,0
3657,African-American,25 to 45,M,0,0
10889,African-American,Greater than 45,F,More than 3,0
1121,African-American,25 to 45,F,0,0
2959,African-American,25 to 45,M,1 to 3,0
8004,Caucasian,25 to 45,F,More than 3,1
5813,African-American,25 to 45,F,0,1
3438,Caucasian,25 to 45,M,0,1
6473,African-American,25 to 45,F,More than 3,1
9983,African-American,Less than 25,F,1 to 3,1
1565,African-American,25 to 45,F,More than 3,1
7571,African-American,Less than 25,F,0,0
5826,Caucasian,Greater than 45,F,0,0
2929,Caucasian,Less than 25,F,0,0
7214,African-American,25 to 45,M,More than 3,1
3074,Caucasian,25 to 45,F,0,0
5506,Caucasian,25 to 45,F,1 to 3,1
8258,African-American,25 to 45,F,More than 3,1
1209,Caucasian,Less than 25,F,0,0
8318,African-American,Greater than 45,F,More than 3,0
6653,Caucasian,25 to 45,F,More than 3,0
4505,Caucasian,Less than 25,F,0,0
1061,African-American,Greater than 45,F,0,0
6143,African-American,Greater than 45,F,1 to 3,0
9922,African-American,25 to 45,F,More than 3,0
4130,Caucasian,Greater than 45,F,0,0
1044,African-American,25 to 45,M,More than 3,0
9046,Caucasian,25 to 45,M,1 to 3,0
4198,African-American,25 to 45,F,More than 3,1
3909,Caucasian,25 to 45,F,More than 3,1
3288,African-American,25 to 45,F,More than 3,1
1446,Caucasian,25 to 45,F,1 to 3,0
2713,Caucasian,25 to 45,M,More than 3,0
1377,African-American,25 to 45,M,More than 3,1
10972,Caucasian,25 to 45,F,0,0
7150,African-American,Less than 25,M,0,1
4772,African-American,Less than 25,F,0,0
2335,African-American,25 to 45,F,More than 3,1
1222,African-American,25 to 45,F,More than 3,1
5455,Caucasian,25 to 45,F,More than 3,0
10165,African-American,25 to 45,F,More than 3,1
8606,African-American,Less than 25,F,0,0
8002,African-American,Greater than 45,M,1 to 3,0
7257,Caucasian,25 to 45,F,1 to 3,1
1248,Caucasian,25 to 45,M,1 to 3,1
9963,African-American,Less than 25,F,1 to 3,0
459,African-American,25 to 45,F,More than 3,0
6127,African-American,25 to 45,F,0,0
2056,African-American,25 to 45,F,More than 3,0
2859,Caucasian,25 to 45,F,More than 3,1
7080,Caucasian,Greater than 45,M,0,0
9381,Caucasian,25 to 45,M,1 to 3,0
5849,African-American,25 to 45,M,0,0
3401,African-American,Greater than 45,M,1 to 3,1
8642,Caucasian,Greater than 45,F,More than 3,0
5609,African-American,Greater than 45,F,1 to 3,0
9708,African-American,25 to 45,F,More than 3,1
2579,African-American,25 to 45,M,0,0
9833,Caucasian,Greater than 45,F,0,0
3107,Caucasian,Greater than 45,M,0,0
7488,African-American,Less than 25,F,0,1
8457,African-American,25 to 45,F,1 to 3,0
2350,African-American,25 to 45,M,More than 3,1
9145,African-American,Less than 25,M,1 to 3,1
4990,Caucasian,25 to 45,M,More than 3,1
2064,African-American,Greater than 45,F,1 to 3,0
10567,Caucasian,25 to 45,F,1 to 3,0
2052,Caucasian,25 to 45,F,1 to 3,0
8100,African-American,25 to 45,M,More than 3,0
3413,Caucasian,25 to 45,F,0,1
10849,African-American,25 to 45,M,More than 3,1
2800,African-American,Less than 25,M,0,0
7326,African-American,Less than 25,F,1 to 3,1
411,African-American,25 to 45,M,1 to 3,0
5112,African-American,25 to 45,F,More than 3,1
6448,Caucasian,25 to 45,M,More than 3,1
7284,Caucasian,25 to 45,F,1 to 3,0
9425,Caucasian,Greater than 45,F,0,0
5249,African-American,25 to 45,F,0,0
7611,Caucasian,Greater than 45,F,More than 3,1
1515,African-American,Greater than 45,M,1 to 3,0
4169,Caucasian,25 to 45,M,1 to 3,1
6292,African-American,Greater than 45,M,1 to 3,0
7342,Caucasian,25 to 45,F,0,1
8492,African-American,25 to 45,F,More than 3,1
3192,Caucasian,25 to 45,M,0,0
5057,African-American,Greater than 45,F,1 to 3,0
4534,African-American,25 to 45,M,0,0
4330,African-American,25 to 45,M,1 to 3,1
5042,African-American,Greater than 45,M,More than 3,1
5717,African-American,25 to 45,M,1 to 3,1
9953,African-American,Less than 25,F,1 to 3,0
8421,African-American,Less than 25,M,0,0
6955,African-American,Less than 25,F,1 to 3,1
3574,African-American,Less than 25,F,1 to 3,1
6967,Caucasian,Less than 25,M,0,0
870,African-American,25 to 45,F,More than 3,1
10168,Caucasian,Greater than 45,M,1 to 3,0
9106,Caucasian,25 to 45,F,1 to 3,1
8197,Caucasian,Greater than 45,F,1 to 3,1
6239,African-American,Greater than 45,F,1 to 3,0
5675,Caucasian,25 to 45,M,1 to 3,1
5263,African-American,Less than 25,F,1 to 3,1
10577,Caucasian,Greater than 45,M,0,1
308,African-American,25 to 45,M,0,0
4183,Caucasian,Greater than 45,F,0,0
8914,African-American,Less than 25,F,1 to 3,0
10065,Caucasian,25 to 45,M,1 to 3,0
3268,Caucasian,25 to 45,M,More than 3,1
6929,Caucasian,25 to 45,F,0,0
6689,Caucasian,Greater than 45,M,1 to 3,0
2027,African-American,25 to 45,F,0,1
2737,African-American,25 to 45,F,More than 3,1
8154,African-American,Less than 25,M,1 to 3,0
2846,Caucasian,25 to 45,F,1 to 3,1
1298,African-American,Less than 25,M,More than 3,0
2786,African-American,Less than 25,F,1 to 3,0
9545,African-American,Greater than 45,F,More than 3,0
2130,Caucasian,Greater than 45,M,1 to 3,1
5151,Caucasian,Greater than 45,F,1 to 3,0
8617,African-American,25 to 45,F,1 to 3,0
3620,Caucasian,Greater than 45,M,0,0
6450,African-American,25 to 45,F,1 to 3,0
7704,African-American,Greater than 45,F,0,0
2259,African-American,25 to 45,F,More than 3,0
3463,Caucasian,25 to 45,F,1 to 3,0
2512,African-American,25 to 45,F,More than 3,1
108,Caucasian,25 to 45,F,1 to 3,1
648,African-American,25 to 45,F,1 to 3,0
2962,African-American,25 to 45,M,1 to 3,0
10083,Caucasian,25 to 45,M,0,0
3973,Caucasian,Greater than 45,F,1 to 3,1
899,African-American,25 to 45,M,0,1
407,African-American,Less than 25,M,1 to 3,1
4388,Caucasian,25 to 45,F,1 to 3,1
4871,Caucasian,Greater than 45,F,1 to 3,1
9492,African-American,25 to 45,M,More than 3,0
588,African-American,25 to 45,F,More than 3,1
8065,African-American,25 to 45,M,More than 3,1
6901,African-American,Less than 25,F,0,0
2696,African-American,25 to 45,F,1 to 3,0
9710,African-American,25 to 45,F,More than 3,1
10671,African-American,25 to 45,F,More than 3,1
754,African-American,25 to 45,F,More than 3,1
4992,African-American,25 to 45,F,More than 3,1
7385,Caucasian,25 to 45,M,0,1
8528,African-American,25 to 45,F,1 to 3,0
10709,Caucasian,Greater than 45,M,0,0
7053,African-American,25 to 45,F,0,0
499,Caucasian,25 to 45,F,1 to 3,0
7820,African-American,25 to 45,M,More than 3,1
5339,Caucasian,Greater than 45,F,More than 3,1
10930,African-American,25 to 45,F,More than 3,1
8534,Caucasian,25 to 45,F,More than 3,1
8527,Caucasian,Greater than 45,M,More than 3,1
9097,African-American,Less than 25,F,1 to 3,0
6931,African-American,25 to 45,M,0,0
7176,Caucasian,25 to 45,F,1 to 3,0
6766,African-American,25 to 45,F,More than 3,1
6655,African-American,25 to 45,F,1 to 3,0
2794,Caucasian,25 to 45,M,More than 3,1
2537,African-American,25 to 45,M,0,0
5447,African-American,25 to 45,M,More than 3,1
5400,African-American,25 to 45,F,More than 3,0
5069,African-American,Less than 25,M,1 to 3,1
4659,Caucasian,Greater than 45,M,0,0
5828,African-American,25 to 45,F,More than 3,1
7238,Caucasian,Greater than 45,M,0,0
2620,African-American,25 to 45,M,More than 3,1
7420,Caucasian,25 to 45,F,0,1
9414,Caucasian,25 to 45,M,0,1
724,Caucasian,Greater than 45,F,1 to 3,0
5748,African-American,Less than 25,F,1 to 3,1
5665,Caucasian,Greater than 45,F,More than 3,0
7818,Caucasian,25 to 45,F,1 to 3,0
1569,African-American,25 to 45,M,More than 3,0
2451,Caucasian,Greater than 45,M,0,0
5545,Caucasian,25 to 45,F,More than 3,1
1907,African-American,Less than 25,F,1 to 3,1
10818,Caucasian,25 to 45,F,More than 3,1
70,African-American,Greater than 45,F,0,0
6646,African-American,25 to 45,M,0,1
2716,Caucasian,Greater than 45,M,1 to 3,1
9902,African-American,25 to 45,M,0,1
10729,African-American,25 to 45,F,0,1
9160,African-American,25 to 45,M,More than 3,0
5411,African-American,Less than 25,F,1 to 3,0
3278,African-American,25 to 45,F,More than 3,1
8469,African-American,25 to 45,F,More than 3,1
7125,African-American,25 to 45,F,More than 3,1
2176,Caucasian,25 to 45,M,1 to 3,1
2788,Caucasian,Greater than 45,F,0,0
10232,African-American,25 to 45,M,1 to 3,1
863,Caucasian,25 to 45,F,More than 3,0
3345,Caucasian,25 to 45,F,1 to 3,0
2320,African-American,Less than 25,F,0,0
7101,Caucasian,Less than 25,F,0,0
8747,Caucasian,25 to 45,F,More than 3,1
9672,African-American,Greater than 45,F,More than 3,0
7423,African-American,Greater than 45,F,0,1
331,Caucasian,25 to 45,F,More than 3,1
7511,African-American,Less than 25,F,0,1
4396,Caucasian,Greater than 45,M,More than 3,1
2196,African-American,Greater than 45,M,1 to 3,0
10431,Caucasian,25 to 45,M,1 to 3,0
6228,Caucasian,Greater than 45,M,0,0
5022,African-American,Greater than 45,F,More than 3,1
4469,Caucasian,Greater than 45,M,0,0
3398,African-American,Less than 25,F,1 to 3,0
6171,African-American,Greater than 45,F,1 to 3,0
6430,African-American,Greater than 45,F,0,0
9603,African-American,25 to 45,F,More than 3,1
10440,Caucasian,25 to 45,F,0,0
4048,Caucasian,25 to 45,F,1 to 3,1
6558,Caucasian,Greater than 45,F,1 to 3,1
2057,African-American,25 to 45,F,More than 3,1
7698,African-American,25 to 45,F,More than 3,1
4907,African-American,25 to 45,F,More than 3,1
5121,African-American,25 to 45,M,0,0
6108,African-American,Less than 25,F,0,1
1144,African-American,25 to 45,F,1 to 3,0
9785,Caucasian,Greater than 45,M,0,0
9787,African-American,Less than 25,F,0,1
6496,Caucasian,Less than 25,F,0,0
5515,African-American,Greater than 45,M,1 to 3,0
9714,African-American,Less than 25,F,More than 3,1
7647,African-American,Greater than 45,F,1 to 3,0
7774,Caucasian,25 to 45,M,More than 3,1
1787,African-American,Less than 25,F,0,0
3122,Caucasian,Greater than 45,M,1 to 3,1
5652,African-American,25 to 45,F,1 to 3,1
9960,African-American,25 to 45,M,0,0
10281,Caucasian,Greater than 45,M,0,0
3935,African-American,Less than 25,F,0,0
10313,African-American,25 to 45,F,More than 3,0
1957,Caucasian,25 to 45,M,0,0
7422,African-American,Less than 25,F,1 to 3,0
3165,Caucasian,25 to 45,F,1 to 3,1
9256,Caucasian,25 to 45,F,More than 3,1
294,African-American,25 to 45,M,1 to 3,0
4503,African-American,25 to 45,M,1 to 3,0
1191,Caucasian,Less than 25,F,0,1
2389,African-American,25 to 45,M,1 to 3,0
8157,Caucasian,25 to 45,F,0,0
208,Caucasian,25 to 45,M,1 to 3,1
5243,African-American,Less than 25,F,0,0
1886,African-American,Greater than 45,F,More than 3,0
10858,African-American,Greater than 45,F,0,0
604,African-American,Less than 25,M,0,0
10956,Caucasian,Greater than 45,M,1 to 3,0
3460,African-American,Less than 25,F,1 to 3,1
8405,African-American,25 to 45,F,1 to 3,0
3602,African-American,25 to 45,M,More than 3,1
4566,African-American,25 to 45,M,1 to 3,0
6847,African-American,25 to 45,F,More than 3,0
5579,African-American,25 to 45,F,More than 3,0
500,African-American,Less than 25,F,0,1
7510,African-American,Greater than 45,F,0,0
6758,Caucasian,Less than 25,M,0,1
8216,African-American,25 to 45,M,1 to 3,0
9621,Caucasian,Greater than 45,F,0,0
10021,Caucasian,Less than 25,F,0,0
7051,African-American,Greater than 45,F,1 to 3,0
3573,African-American,25 to 45,F,1 to 3,0
4763,Caucasian,Less than 25,F,1 to 3,0
9240,African-American,25 to 45,F,1 to 3,1
8494,Caucasian,25 to 45,M,0,0
8112,African-American,Greater than 45,M,1 to 3,0
9875,African-American,25 to 45,F,1 to 3,1
3616,African-American,Greater than 45,F,More than 3,1
7067,Caucasian,Less than 25,F,1 to 3,1
8775,African-American,25 to 45,F,More than 3,0
6501,African-American,Greater than 45,F,0,0
3453,African-American,Greater than 45,F,1 to 3,0
4419,Caucasian,Less than 25,F,0,1
9570,African-American,Less than 25,F,0,1
4013,Caucasian,25 to 45,M,More than 3,1
8440,Caucasian,25 to 45,F,More than 3,0
3032,African-American,25 to 45,F,More than 3,0
9722,Caucasian,Less than 25,F,1 to 3,1
5049,Caucasian,25 to 45,M,0,0
3544,African-American,Less than 25,F,1 to 3,0
5301,African-American,25 to 45,F,0,1
7578,African-American,25 to 45,M,1 to 3,0
9513,African-American,25 to 45,F,1 to 3,0
8802,African-American,25 to 45,M,More than 3,0
2632,Caucasian,Greater than 45,F,More than 3,0
10837,African-American,Greater than 45,M,1 to 3,0
10561,African-American,Less than 25,M,More than 3,0
3415,African-American,25 to 45,F,1 to 3,1
3782,African-American,25 to 45,F,More than 3,1
10779,Caucasian,Greater than 45,F,1 to 3,0
496,Caucasian,25 to 45,M,1 to 3,1
6687,Caucasian,25 to 45,F,More than 3,1
5556,African-American,Greater than 45,F,More than 3,1
4652,African-American,Less than 25,F,1 to 3,1
7896,African-American,Less than 25,F,0,0
4574,Caucasian,25 to 45,F,More than 3,1
1588,African-American,25 to 45,M,1 to 3,0
6683,African-American,Less than 25,M,1 to 3,1
3455,African-American,25 to 45,F,1 to 3,0
1474,African-American,Less than 25,F,0,0
2790,Caucasian,25 to 45,M,0,0
9523,African-American,25 to 45,F,1 to 3,1
9483,African-American,25 to 45,F,More than 3,1
5639,Caucasian,25 to 45,F,More than 3,1
3445,Caucasian,25 to 45,M,1 to 3,0
5974,African-American,Less than 25,F,1 to 3,0
8007,African-American,25 to 45,F,1 to 3,0
7762,Caucasian,25 to 45,M,1 to 3,1
10029,Caucasian,Greater than 45,F,0,0
8472,African-American,25 to 45,F,More than 3,1
10467,Caucasian,Greater than 45,M,1 to 3,0
3340,African-American,25 to 45,M,More than 3,1
2613,Caucasian,Greater than 45,F,0,0
6705,Caucasian,25 to 45,M,0,0
3933,African-American,25 to 45,F,More than 3,1
55,Caucasian,25 to 45,M,0,0
8673,Caucasian,25 to 45,M,0,0
9723,African-American,Less than 25,M,0,0
7341,African-American,25 to 45,M,0,1
1871,African-American,Less than 25,F,1 to 3,0
7465,Caucasian,Less than 25,F,0,0
10444,African-American,25 to 45,F,More than 3,1
4443,Caucasian,25 to 45,F,0,0
10666,African-American,25 to 45,F,1 to 3,0
4778,Caucasian,Greater than 45,F,0,1
8992,Caucasian,Greater than 45,F,1 to 3,1
333,African-American,Less than 25,M,More than 3,0
3458,Caucasian,25 to 45,M,1 to 3,0
6776,Caucasian,Greater than 45,F,0,0
2922,African-American,Greater than 45,M,More than 3,0
5853,African-American,25 to 45,F,0,1
6512,Caucasian,25 to 45,F,1 to 3,0
2513,African-American,Less than 25,F,More than 3,1
10178,Caucasian,Greater than 45,F,0,0
10354,African-American,Less than 25,M,0,0
10855,African-American,Greater than 45,F,More than 3,1
10413,African-American,Greater than 45,M,1 to 3,0
4125,African-American,25 to 45,F,1 to 3,0
100,African-American,Greater than 45,M,0,0
7139,African-American,Greater than 45,F,0,0
4252,Caucasian,Greater than 45,M,1 to 3,0
4106,Caucasian,25 to 45,F,More than 3,1
5508,African-American,25 to 45,M,1 to 3,0
8014,African-American,Greater than 45,M,More than 3,1
3152,Caucasian,25 to 45,F,More than 3,0
4584,Caucasian,Greater than 45,M,1 to 3,0
4651,African-American,Greater than 45,F,0,0
8205,Caucasian,25 to 45,F,0,1
6932,Caucasian,25 to 45,F,1 to 3,1
563,Caucasian,Greater than 45,M,1 to 3,1
1445,African-American,25 to 45,F,More than 3,1
849,African-American,25 to 45,F,1 to 3,1
5244,Caucasian,25 to 45,F,1 to 3,0
2425,Caucasian,25 to 45,F,More than 3,1
7478,African-American,25 to 45,F,More than 3,1
10636,Caucasian,Less than 25,M,0,0
1711,Caucasian,25 to 45,M,0,0
357,Caucasian,25 to 45,F,0,1
10045,African-American,Less than 25,M,0,1
1801,African-American,25 to 45,M,0,0
5223,African-American,Less than 25,F,1 to 3,0
9846,Caucasian,25 to 45,F,1 to 3,1
9212,Caucasian,Greater than 45,F,More than 3,0
1680,Caucasian,Greater than 45,F,More than 3,0
8182,African-American,Less than 25,F,1 to 3,0
8816,Caucasian,25 to 45,F,0,0
10579,African-American,25 to 45,M,More than 3,1
9628,African-American,Less than 25,F,1 to 3,1
7033,African-American,Less than 25,F,1 to 3,0
2485,African-American,25 to 45,F,1 to 3,0
1965,African-American,25 to 45,F,More than 3,1
2658,Caucasian,25 to 45,F,1 to 3,0
9681,African-American,Less than 25,F,More than 3,1
4161,African-American,Greater than 45,M,0,1
1427,African-American,25 to 45,F,More than 3,1
10388,African-American,25 to 45,M,1 to 3,0
19,Caucasian,Greater than 45,F,1 to 3,1
9041,Caucasian,25 to 45,M,0,0
8608,African-American,25 to 45,M,1 to 3,1
5863,African-American,Greater than 45,F,1 to 3,0
3766,Caucasian,Less than 25,M,0,1
4641,Caucasian,25 to 45,M,1 to 3,0
7120,Caucasian,Greater than 45,F,1 to 3,1
9676,African-American,25 to 45,F,1 to 3,0
4718,Caucasian,25 to 45,F,1 to 3,0
5260,African-American,25 to 45,M,0,0
180,African-American,25 to 45,M,1 to 3,0
9444,Caucasian,25 to 45,F,0,0
522,Caucasian,25 to 45,F,0,0
7006,Caucasian,25 to 45,F,1 to 3,1
5232,Caucasian,Less than 25,F,1 to 3,1
2390,African-American,25 to 45,F,More than 3,1
1001,African-American,Greater than 45,F,More than 3,0
9969,Caucasian,Greater than 45,F,More than 3,1
7922,African-American,25 to 45,F,More than 3,0
9774,Caucasian,Greater than 45,M,0,1
6616,Caucasian,25 to 45,M,0,1
1853,Caucasian,25 to 45,F,0,0
10301,African-American,Less than 25,F,1 to 3,0
7661,Caucasian,Greater than 45,F,More than 3,1
7932,African-American,25 to 45,M,1 to 3,0
6991,African-American,25 to 45,F,1 to 3,1
6492,Caucasian,25 to 45,M,1 to 3,0
2125,Caucasian,25 to 45,M,More than 3,0
7197,Caucasian,25 to 45,F,0,0
5166,Caucasian,25 to 45,F,More than 3,0
10859,African-American,25 to 45,F,More than 3,0
7785,African-American,Less than 25,F,1 to 3,0
4780,Caucasian,Less than 25,F,1 to 3,0
10831,Caucasian,25 to 45,M,0,1
9270,African-American,25 to 45,M,1 to 3,0
3237,Caucasian,25 to 45,M,0,0
9167,African-American,Greater than 45,F,0,0
2109,Caucasian,25 to 45,F,0,0
3381,African-American,25 to 45,M,1 to 3,1
1638,African-American,Greater than 45,F,More than 3,1
7391,African-American,Less than 25,F,0,0
2969,Caucasian,Greater than 45,M,1 to 3,1
3501,African-American,Less than 25,F,More than 3,1
2194,African-American,25 to 45,M,1 to 3,0
7426,African-American,25 to 45,F,More than 3,0
2062,African-American,Greater than 45,F,1 to 3,0
9216,Caucasian,Greater than 45,M,0,0
7545,Caucasian,Less than 25,F,1 to 3,0
9767,Caucasian,25 to 45,M,0,0
624,African-American,Less than 25,F,0,0
9847,African-American,Greater than 45,F,0,1
10066,African-American,Greater than 45,F,More than 3,0
7612,Caucasian,Greater than 45,M,1 to 3,1
542,African-American,Less than 25,F,1 to 3,1
2902,Caucasian,25 to 45,M,0,0
3980,African-American,25 to 45,M,0,1
3564,African-American,25 to 45,F,More than 3,1
6372,African-American,25 to 45,F,More than 3,1
120,African-American,25 to 45,M,1 to 3,0
5857,African-American,Less than 25,F,1 to 3,0
320,African-American,25 to 45,F,More than 3,0
7141,Caucasian,25 to 45,F,1 to 3,0
3804,African-American,25 to 45,M,1 to 3,0
7317,African-American,25 to 45,F,1 to 3,0
10552,Caucasian,Greater than 45,M,0,0
7249,African-American,25 to 45,F,1 to 3,0
4075,African-American,25 to 45,F,More than 3,0
9058,Caucasian,Less than 25,F,More than 3,1
8989,African-American,Less than 25,M,1 to 3,1
5539,African-American,25 to 45,F,More than 3,1
386,African-American,25 to 45,F,1 to 3,1
6961,African-American,Greater than 45,M,0,0
6250,African-American,Less than 25,F,1 to 3,1
2974,African-American,Greater than 45,F,More than 3,1
9412,African-American,25 to 45,M,1 to 3,0
5970,Caucasian,25 to 45,F,1 to 3,0
4612,Caucasian,25 to 45,F,More than 3,1
7247,African-American,Less than 25,F,1 to 3,1
955,African-American,Greater than 45,F,More than 3,1
6484,Caucasian,Greater than 45,F,0,0
4815,African-American,25 to 45,F,1 to 3,0
3652,African-American,25 to 45,F,1 to 3,1
850,African-American,Less than 25,F,1 to 3,1
4932,African-American,Greater than 45,F,1 to 3,1
4949,Caucasian,Greater than 45,F,More than 3,0
2567,Caucasian,25 to 45,M,1 to 3,0
6055,African-American,Less than 25,F,0,0
1669,Caucasian,25 to 45,F,More than 3,1
4154,African-American,Greater than 45,M,1 to 3,0
584,African-American,25 to 45,F,1 to 3,0
4827,African-American,Greater than 45,F,1 to 3,0
7258,African-American,25 to 45,F,More than 3,1
8488,African-American,25 to 45,M,More than 3,0
2087,African-American,Less than 25,M,1 to 3,1
4598,African-American,25 to 45,F,More than 3,1
7312,Caucasian,25 to 45,F,More than 3,1
10876,African-American,Greater than 45,M,0,0
10189,African-American,25 to 45,F,More than 3,1
573,African-American,25 to 45,M,1 to 3,0
7710,Caucasian,25 to 45,F,1 to 3,1
3417,Caucasian,25 to 45,F,1 to 3,0
638,African-American,25 to 45,F,More than 3,1
7674,African-American,Less than 25,M,0,0
3170,African-American,25 to 45,M,0,1
3242,African-American,Less than 25,F,1 to 3,0
8047,African-American,Less than 25,F,1 to 3,0
5938,African-American,25 to 45,M,1 to 3,1
4065,Caucasian,Less than 25,F,1 to 3,1
4715,African-American,25 to 45,F,More than 3,1
3347,African-American,Less than 25,F,1 to 3,0
10210,African-American,25 to 45,M,0,0
5106,Caucasian,25 to 45,M,More than 3,1
10631,Caucasian,Greater than 45,F,More than 3,0
7788,African-American,25 to 45,F,More than 3,1
6836,Caucasian,Less than 25,F,0,1
7034,Caucasian,25 to 45,F,1 to 3,1
5671,Caucasian,25 to 45,F,1 to 3,1
7012,African-American,25 to 45,F,0,0
10827,Caucasian,25 to 45,F,0,0
679,African-American,25 to 45,M,1 to 3,0
561,Caucasian,25 to 45,M,1 to 3,0
2188,African-American,Less than 25,M,0,0
6641,African-American,Less than 25,F,1 to 3,0
9636,African-American,25 to 45,F,More than 3,1
6447,African-American,Less than 25,F,0,0
3182,African-American,25 to 45,F,1 to 3,0
468,African-American,Greater than 45,F,0,0
5348,African-American,25 to 45,M,0,1
7587,African-American,25 to 45,M,More than 3,1
4591,Caucasian,25 to 45,F,More than 3,0
7283,African-American,25 to 45,M,1 to 3,0
6500,Caucasian,Less than 25,F,0,0
4225,African-American,25 to 45,F,More than 3,1
4944,African-American,Less than 25,F,0,1
6094,Caucasian,25 to 45,F,More than 3,1
