id,race,age_cat,c_charge_degree,priors_count,is_recid
7112,African-American,Greater than 45,M,More than 3,1
4839,African-American,25 to 45,F,More than 3,0
7519,African-American,25 to 45,F,1 to 3,0
4672,Caucasian,Greater than 45,F,More than 3,1
6702,African-American,25 to 45,M,0,0
8003,Caucasian,25 to 45,F,0,0
3005,African-American,Less than 25,F,1 to 3,0
10427,Caucasian,Greater than 45,F,1 to 3,0
9144,African-American,25 to 45,F,0,1
6169,Caucasian,Less than 25,F,More than 3,1
9554,Caucasian,25 to 45,M,0,0
7447,African-American,Less than 25,M,0,1
3711,Caucasian,25 to 45,F,0,1
7902,Caucasian,Greater than 45,M,0,0
7184,African-American,25 to 45,F,1 to 3,1
10007,African-American,Less than 25,F,0,0
2233,Caucasian,Less than 25,F,1 to 3,1
2930,African-American,25 to 45,M,More than 3,1
1313,African-American,25 to 45,F,0,1
1645,African-American,Less than 25,F,1 to 3,0
4075,African-American,25 to 45,F,More than 3,0
1181,African-American,25 to 45,F,More than 3,0
6584,Caucasian,25 to 45,F,1 to 3,0
2394,Caucasian,25 to 45,F,0,1
2723,African-American,25 to 45,F,1 to 3,0
70,African-American,25 to 45,F,0,0
5740,African-American,25 to 45,M,More than 3,1
4003,Caucasian,25 to 45,M,0,0
1700,African-American,25 to 45,M,0,0
7915,African-American,25 to 45,F,0,0
10436,African-American,Less than 25,F,0,0
8612,African-American,Less than 25,F,More than 3,1
8292,African-American,25 to 45,F,More than 3,1
2688,African-American,25 to 45,F,1 to 3,1
9618,Caucasian,Greater than 45,F,0,1
3768,African-American,25 to 45,M,1 to 3,0
5655,Caucasian,25 to 45,M,0,0
9257,African-American,25 to 45,F,0,0
4512,African-American,Less than 25,F,0,0
853,African-American,Greater than 45,M,1 to 3,0
4164,Caucasian,25 to 45,F,More than 3,1
3566,Caucasian,Less than 25,F,1 to 3,0
10312,African-American,25 to 45,M,1 to 3,1
3645,Caucasian,25 to 45,M,0,0
5022,African-American,Greater than 45,F,More than 3,1
382,Caucasian,Less than 25,F,More than 3,1
9948,African-American,Greater than 45,F,More than 3,0
6165,Caucasian,25 to 45,M,More than 3,1
4521,Caucasian,25 to 45,F,0,0
5132,African-American,25 to 45,M,1 to 3,0
281,African-American,Greater than 45,F,1 to 3,0
6796,African-American,Less than 25,F,0,1
8264,African-American,25 to 45,F,1 to 3,1
6805,African-American,Less than 25,F,0,1
3771,African-American,25 to 45,F,More than 3,1
6815,African-American,Less than 25,F,1 to 3,0
3407,Caucasian,Greater than 45,M,1 to 3,0
7495,Caucasian,Greater than 45,M,More than 3,1
10982,Caucasian,Less than 25,F,0,0
4483,African-American,25 to 45,F,1 to 3,0
5806,Caucasian,25 to 45,F,0,1
2656,Caucasian,Greater than 45,F,1 to 3,0
9907,African-American,Greater than 45,F,More than 3,1
1576,African-American,25 to 45,M,More than 3,1
4514,African-American,Greater than 45,F,More than 3,0
67,African-American,25 to 45,F,More than 3,1
9207,African-American,25 to 45,M,1 to 3,0
3847,African-American,Less than 25,F,1 to 3,1
2802,Caucasian,25 to 45,M,0,0
3025,African-American,25 to 45,F,1 to 3,0
7555,Caucasian,Greater than 45,M,0,0
4059,African-American,25 to 45,F,1 to 3,1
3200,African-American,25 to 45,F,0,0
3458,Caucasian,25 to 45,M,1 to 3,0
5905,Caucasian,Greater than 45,F,More than 3,1
7645,African-American,Greater than 45,F,0,0
5652,African-American,25 to 45,F,1 to 3,1
10432,African-American,Greater than 45,F,More than 3,0
2236,African-American,25 to 45,F,More than 3,1
5425,African-American,25 to 45,F,0,1
949,Caucasian,Less than 25,F,0,1
485,African-American,Less than 25,F,1 to 3,1
9499,African-American,25 to 45,F,More than 3,1
7780,African-American,25 to 45,M,1 to 3,1
5973,Caucasian,Greater than 45,M,More than 3,1
1926,Caucasian,Greater than 45,M,More than 3,0
3272,African-American,25 to 45,F,More than 3,1
9782,African-American,Less than 25,M,More than 3,0
3031,Caucasian,25 to 45,F,More than 3,1
8626,Caucasian,25 to 45,F,More than 3,1
8925,African-American,25 to 45,F,0,0
10694,African-American,Greater than 45,M,1 to 3,0
1484,Caucasian,25 to 45,F,More than 3,1
4872,African-American,25 to 45,F,1 to 3,0
4383,African-American,Greater than 45,M,More than 3,1
3390,Caucasian,Greater than 45,M,0,0
1066,Caucasian,25 to 45,F,1 to 3,0
8944,African-American,25 to 45,F,0,0
9743,African-American,25 to 45,F,1 to 3,0
2972,African-American,Greater than 45,F,0,0
8247,African-American,Less than 25,F,1 to 3,0
3439,Caucasian,25 to 45,F,0,0
8936,African-American,25 to 45,M,0,0
7799,African-American,25 to 45,M,More than 3,1
4697,African-American,Less than 25,M,0,0
6401,Caucasian,Greater than 45,F,1 to 3,0
1557,African-American,Greater than 45,F,0,0
6391,African-American,Less than 25,M,1 to 3,1
4977,Caucasian,25 to 45,F,More than 3,1
7153,African-American,Less than 25,M,0,0
4737,African-American,Greater than 45,F,0,0
5130,African-American,25 to 45,F,1 to 3,0
10256,Caucasian,25 to 45,F,More than 3,0
9889,African-American,25 to 45,F,More than 3,0
7417,Caucasian,Greater than 45,F,0,0
3995,African-American,Less than 25,F,1 to 3,1
227,African-American,25 to 45,F,0,1
5366,Caucasian,Greater than 45,F,More than 3,1
5131,African-American,Less than 25,F,0,0
7774,Caucasian,25 to 45,M,More than 3,1
2465,African-American,25 to 45,F,1 to 3,0
385,African-American,Less than 25,F,1 to 3,1
1000,African-American,25 to 45,F,More than 3,1
7440,African-American,25 to 45,F,More than 3,0
8183,Caucasian,Greater than 45,F,1 to 3,1
4085,Caucasian,Greater than 45,F,1 to 3,0
8665,African-American,25 to 45,F,More than 3,1
3192,Caucasian,25 to 45,M,0,0
5978,African-American,25 to 45,F,More than 3,0
9506,African-American,25 to 45,M,0,1
9173,Caucasian,Less than 25,F,1 to 3,0
1255,African-American,25 to 45,F,1 to 3,1
1280,Caucasian,25 to 45,M,More than 3,1
821,African-American,25 to 45,F,0,0
10921,African-American,25 to 45,M,1 to 3,0
5432,Caucasian,Greater than 45,M,More than 3,1
8702,Caucasian,25 to 45,M,1 to 3,1
2604,African-American,25 to 45,F,More than 3,1
9167,African-American,25 to 45,F,0,0
5810,African-American,25 to 45,M,More than 3,1
10121,African-American,25 to 45,F,More than 3,1
10706,African-American,Less than 25,F,0,0
6924,African-American,Less than 25,F,1 to 3,1
5792,Caucasian,25 to 45,M,1 to 3,1
5174,African-American,25 to 45,F,1 to 3,0
5064,Caucasian,25 to 45,F,1 to 3,1
6319,African-American,Less than 25,M,1 to 3,1
189,Caucasian,Greater than 45,M,1 to 3,0
4421,African-American,Greater than 45,F,More than 3,1
1602,African-American,25 to 45,M,1 to 3,0
2842,African-American,Less than 25,F,0,0
7292,African-American,25 to 45,F,More than 3,0
4,African-American,Less than 25,F,More than 3,1
4861,African-American,25 to 45,F,1 to 3,0
4911,African-American,Less than 25,F,0,0
6379,Caucasian,Less than 25,F,1 to 3,0
6655,African-American,25 to 45,F,1 to 3,0
10721,Caucasian,Greater than 45,M,More than 3,0
5518,Caucasian,25 to 45,M,1 to 3,1
10267,African-American,25 to 45,F,More than 3,0
1941,African-American,25 to 45,M,0,0
8002,African-American,Greater than 45,M,1 to 3,0
10448,African-American,Greater than 45,M,More than 3,1
7111,Caucasian,Greater than 45,M,1 to 3,1
3236,African-American,25 to 45,F,More than 3,1
8259,African-American,Greater than 45,F,0,0
8411,African-American,25 to 45,F,More than 3,0
5508,African-American,25 to 45,M,1 to 3,0
9802,African-American,25 to 45,F,0,0
6976,Caucasian,25 to 45,M,0,0
7339,African-American,25 to 45,M,1 to 3,1
5987,Caucasian,25 to 45,F,More than 3,1
7330,African-American,25 to 45,F,1 to 3,1
7210,African-American,25 to 45,F,1 to 3,0
5574,African-American,25 to 45,F,0,0
8147,African-American,25 to 45,F,More than 3,1
837,Caucasian,Greater than 45,F,1 to 3,1
3409,African-American,Less than 25,M,0,0
9603,African-American,25 to 45,F,More than 3,1
9405,African-American,25 to 45,F,More than 3,1
7884,Caucasian,25 to 45,F,More than 3,1
9077,Caucasian,Less than 25,F,More than 3,1
10608,Caucasian,25 to 45,M,0,1
6737,African-American,Less than 25,M,1 to 3,1
1024,African-American,25 to 45,M,0,0
8964,African-American,25 to 45,M,More than 3,0
924,Caucasian,Greater than 45,M,0,0
9412,African-American,25 to 45,M,1 to 3,0
6113,African-American,Greater than 45,M,1 to 3,1
1219,African-American,25 to 45,M,0,0
9235,Caucasian,Greater than 45,F,1 to 3,1
5380,African-American,25 to 45,F,1 to 3,1
9243,Caucasian,25 to 45,F,1 to 3,0
9909,African-American,25 to 45,F,More than 3,1
5651,Caucasian,25 to 45,F,More than 3,0
8674,African-American,25 to 45,M,0,0
4045,Caucasian,Greater than 45,F,1 to 3,1
1886,African-American,Greater than 45,F,More than 3,0
7819,African-American,25 to 45,M,1 to 3,0
8164,African-American,25 to 45,M,More than 3,0
5033,African-American,Greater than 45,F,0,0
59,Caucasian,25 to 45,M,1 to 3,1
4311,African-American,25 to 45,M,More than 3,1
8630,African-American,25 to 45,F,1 to 3,1
10932,African-American,Less than 25,F,1 to 3,0
1637,African-American,25 to 45,F,1 to 3,0
10259,Caucasian,Greater than 45,M,0,0
6864,African-American,25 to 45,M,More than 3,1
9443,African-American,25 to 45,F,More than 3,1
1399,Caucasian,25 to 45,F,1 to 3,0
2406,African-American,Greater than 45,F,0,0
7517,African-American,25 to 45,M,0,0
2534,Caucasian,Greater than 45,F,1 to 3,1
1707,African-American,Less than 25,F,0,0
9242,Caucasian,25 to 45,F,0,0
7224,African-American,Less than 25,F,1 to 3,1
8424,Caucasian,25 to 45,F,0,1
10779,Caucasian,Greater than 45,F,1 to 3,0
9428,Caucasian,Greater than 45,M,More than 3,0
4187,Caucasian,25 to 45,F,1 to 3,1
9704,African-American,Less than 25,F,0,0
743,African-American,25 to 45,F,1 to 3,0
6482,African-American,25 to 45,F,More than 3,1
613,Caucasian,Greater than 45,F,More than 3,1
9150,Caucasian,Less than 25,F,1 to 3,1
4835,African-American,25 to 45,F,1 to 3,0
4196,African-American,25 to 45,F,0,0
9690,African-American,25 to 45,M,0,0
5001,African-American,Less than 25,M,0,1
2830,African-American,Greater than 45,F,1 to 3,0
8280,African-American,25 to 45,M,More than 3,0
9157,African-American,25 to 45,F,More than 3,1
3972,Caucasian,25 to 45,M,More than 3,0
1395,African-American,Less than 25,F,1 to 3,1
8757,Caucasian,Less than 25,F,1 to 3,0
2825,Caucasian,Less than 25,F,1 to 3,1
3040,African-American,Greater than 45,F,0,0
400,African-American,Less than 25,F,0,0
1852,African-American,25 to 45,F,1 to 3,1
10132,Caucasian,25 to 45,M,1 to 3,1
6616,Caucasian,25 to 45,M,1 to 3,1
9589,African-American,Greater than 45,M,1 to 3,0
5657,African-American,25 to 45,F,1 to 3,0
4157,African-American,Less than 25,F,0,0
5856,African-American,25 to 45,F,More than 3,0
6744,African-American,25 to 45,M,1 to 3,1
3821,African-American,Greater than 45,F,1 to 3,0
9404,African-American,25 to 45,M,1 to 3,1
8078,Caucasian,Greater than 45,M,0,0
7796,African-American,25 to 45,F,0,0
10219,Caucasian,Less than 25,F,0,1
6566,African-American,25 to 45,F,More than 3,1
10218,African-American,Less than 25,M,0,1
9997,African-American,25 to 45,M,0,1
8478,Caucasian,25 to 45,F,More than 3,0
2201,Caucasian,Greater than 45,F,1 to 3,0
4493,African-American,Less than 25,F,1 to 3,0
2753,African-American,25 to 45,F,More than 3,1
8589,Caucasian,25 to 45,F,0,0
7563,Caucasian,25 to 45,M,1 to 3,0
10513,Caucasian,25 to 45,F,0,0
6361,African-American,Less than 25,F,1 to 3,0
1121,African-American,25 to 45,F,0,0
408,Caucasian,Less than 25,F,1 to 3,0
7551,African-American,Less than 25,M,0,1
9846,Caucasian,25 to 45,F,1 to 3,1
2767,Caucasian,Greater than 45,M,1 to 3,1
2153,African-American,Less than 25,F,1 to 3,1
1948,Caucasian,Greater than 45,F,More than 3,0
9247,African-American,25 to 45,F,1 to 3,1
4556,African-American,25 to 45,M,1 to 3,0
5716,African-American,Greater than 45,F,More than 3,0
7373,African-American,25 to 45,F,More than 3,1
9631,Caucasian,Less than 25,M,1 to 3,0
3739,Caucasian,Greater than 45,M,1 to 3,0
2624,African-American,Greater than 45,F,0,0
6788,African-American,Greater than 45,F,More than 3,0
5921,Caucasian,Greater than 45,M,More than 3,1
4879,African-American,25 to 45,F,0,0
241,African-American,25 to 45,M,1 to 3,1
10550,Caucasian,25 to 45,M,0,0
850,African-American,Less than 25,F,1 to 3,0
886,Caucasian,Greater than 45,M,0,0
3745,Caucasian,25 to 45,F,1 to 3,1
10386,Caucasian,Less than 25,M,1 to 3,0
798,Caucasian,Greater than 45,F,1 to 3,1
9832,Caucasian,25 to 45,M,1 to 3,1
2952,African-American,Less than 25,F,0,0
5446,African-American,Greater than 45,F,More than 3,0
1548,African-American,25 to 45,F,More than 3,1
9983,African-American,Less than 25,F,1 to 3,0
8622,African-American,25 to 45,F,1 to 3,1
3354,African-American,25 to 45,F,1 to 3,1
10351,African-American,25 to 45,M,0,1
7581,African-American,25 to 45,M,0,0
7589,African-American,25 to 45,F,1 to 3,1
927,Caucasian,25 to 45,F,0,0
2116,African-American,25 to 45,F,1 to 3,0
5858,Caucasian,25 to 45,M,0,0
7968,African-American,25 to 45,F,More than 3,1
3278,African-American,25 to 45,F,More than 3,1
5765,African-American,Greater than 45,F,More than 3,0
4831,Caucasian,25 to 45,M,More than 3,0
10019,African-American,Less than 25,F,1 to 3,0
8761,Caucasian,25 to 45,M,More than 3,1
7131,African-American,25 to 45,F,1 to 3,0
8197,Caucasian,Greater than 45,F,1 to 3,1
4847,Caucasian,25 to 45,M,0,1
10888,African-American,25 to 45,F,More than 3,1
711,African-American,Less than 25,F,More than 3,1
8675,Caucasian,25 to 45,F,More than 3,0
3163,Caucasian,25 to 45,M,0,0
8496,Caucasian,Less than 25,F,0,1
962,Caucasian,25 to 45,M,More than 3,0
7856,Caucasian,Less than 25,F,0,1
5447,African-American,25 to 45,M,More than 3,1
1351,African-American,25 to 45,F,More than 3,1
2071,African-American,Greater than 45,M,More than 3,1
10954,Caucasian,Less than 25,F,1 to 3,0
1563,African-American,Greater than 45,F,More than 3,0
3418,African-American,25 to 45,M,1 to 3,1
9292,African-American,25 to 45,F,More than 3,0
4825,African-American,25 to 45,M,0,1
6828,Caucasian,25 to 45,F,1 to 3,0
1191,Caucasian,Less than 25,F,0,1
5993,Caucasian,Greater than 45,M,1 to 3,0
3455,African-American,25 to 45,F,1 to 3,0
9268,Caucasian,25 to 45,F,1 to 3,1
5209,Caucasian,25 to 45,F,0,0
2453,Caucasian,Greater than 45,M,More than 3,1
8818,African-American,25 to 45,M,1 to 3,1
3601,African-American,25 to 45,M,More than 3,1
1431,Caucasian,25 to 45,F,1 to 3,0
4408,African-American,25 to 45,F,1 to 3,0
6888,African-American,25 to 45,M,0,0
7770,African-American,25 to 45,F,More than 3,0
9640,African-American,Greater than 45,F,More than 3,0
6349,African-American,25 to 45,F,0,0
7348,African-American,25 to 45,M,0,0
4136,African-American,25 to 45,F,0,0
3027,African-American,Greater than 45,F,More than 3,1
6468,African-American,Greater than 45,F,1 to 3,0
2045,Caucasian,Less than 25,M,1 to 3,0
7163,African-American,25 to 45,M,More than 3,1
1143,African-American,Less than 25,F,0,0
8861,African-American,25 to 45,M,0,0
4168,Caucasian,Greater than 45,F,More than 3,0
2514,African-American,25 to 45,F,1 to 3,1
24,Caucasian,25 to 45,F,More than 3,1
10514,Caucasian,Less than 25,F,0,0
9767,Caucasian,25 to 45,M,0,0
9160,African-American,25 to 45,M,More than 3,0
4485,African-American,Less than 25,F,1 to 3,1
2350,African-American,25 to 45,M,More than 3,1
720,Caucasian,Greater than 45,F,0,0
6706,African-American,25 to 45,F,More than 3,1
2208,African-American,25 to 45,F,1 to 3,1
68,Caucasian,Greater than 45,M,0,0
1300,Caucasian,Less than 25,M,0,0
6921,African-American,Less than 25,F,1 to 3,0
5198,Caucasian,25 to 45,F,0,0
9553,Caucasian,Greater than 45,M,1 to 3,0
6135,African-American,25 to 45,M,More than 3,1
338,African-American,Less than 25,F,1 to 3,0
2771,Caucasian,25 to 45,M,1 to 3,0
5172,African-American,25 to 45,F,More than 3,0
6651,African-American,25 to 45,M,1 to 3,0
724,Caucasian,Greater than 45,F,1 to 3,0
7317,African-American,25 to 45,F,1 to 3,0
8027,Caucasian,Greater than 45,M,0,1
9918,Caucasian,25 to 45,M,1 to 3,0
4643,African-American,25 to 45,M,More than 3,1
6606,African-American,25 to 45,F,0,0
6116,African-American,25 to 45,F,1 to 3,1
2634,Caucasian,25 to 45,F,More than 3,1
647,Caucasian,25 to 45,F,0,0
6030,African-American,Greater than 45,F,More than 3,0
9786,African-American,25 to 45,F,1 to 3,1
4028,African-American,25 to 45,M,0,0
3358,African-American,Less than 25,F,1 to 3,0
794,African-American,25 to 45,F,More than 3,1
5387,African-American,25 to 45,M,0,1
9269,African-American,25 to 45,M,0,0
3476,African-American,25 to 45,M,More than 3,1
6601,African-American,Greater than 45,F,1 to 3,0
6641,African-American,Less than 25,F,1 to 3,1
3780,Caucasian,Less than 25,M,1 to 3,0
2638,Caucasian,Less than 25,M,0,0
3564,African-American,25 to 45,F,More than 3,1
10207,African-American,25 to 45,F,More than 3,0
1230,African-American,Less than 25,F,0,0
2939,African-American,Less than 25,M,More than 3,0
8706,Caucasian,25 to 45,F,1 to 3,1
762,Caucasian,25 to 45,M,1 to 3,1
6488,Caucasian,Greater than 45,M,0,0
2649,Caucasian,Greater than 45,F,1 to 3,0
5134,Caucasian,25 to 45,F,More than 3,1
5976,Caucasian,25 to 45,F,1 to 3,1
3840,African-American,25 to 45,F,More than 3,0
8018,Caucasian,25 to 45,F,More than 3,1
6073,Caucasian,25 to 45,F,0,0
8554,African-American,25 to 45,F,0,1
7084,Caucasian,Less than 25,F,0,0
5828,African-American,25 to 45,F,1 to 3,0
2667,Caucasian,Less than 25,F,0,0
2392,African-American,25 to 45,F,More than 3,1
5379,African-American,25 to 45,F,More than 3,0
4426,Caucasian,25 to 45,M,0,0
7806,Caucasian,25 to 45,M,1 to 3,1
3320,Caucasian,Less than 25,F,0,0
2321,African-American,25 to 45,M,More than 3,1
1397,African-American,Greater than 45,M,1 to 3,0
8375,African-American,Greater than 45,F,More than 3,1
1631,Caucasian,Greater than 45,F,1 to 3,1
8905,Caucasian,Greater than 45,M,0,0
7219,African-American,Less than 25,F,1 to 3,0
7699,African-American,Less than 25,F,0,1
9045,Caucasian,Greater than 45,F,0,0
558,African-American,Less than 25,F,0,0
8245,Caucasian,25 to 45,M,0,0
10336,African-American,25 to 45,M,1 to 3,1
2651,African-American,Greater than 45,M,More than 3,0
229,African-American,25 to 45,F,1 to 3,1
7099,African-American,Less than 25,F,1 to 3,0
3616,African-American,25 to 45,F,1 to 3,0
10214,African-American,25 to 45,F,1 to 3,0
3706,African-American,25 to 45,F,1 to 3,0
5266,Caucasian,Greater than 45,F,1 to 3,0
10394,African-American,Less than 25,F,0,0
10241,African-American,25 to 45,F,More than 3,0
4631,African-American,25 to 45,F,More than 3,1
7053,African-American,25 to 45,F,0,0
9877,Caucasian,Less than 25,F,1 to 3,1
7697,African-American,25 to 45,M,0,0
2800,African-American,Less than 25,M,0,0
1305,African-American,25 to 45,M,More than 3,0
2780,Caucasian,Greater than 45,M,0,0
1629,African-American,25 to 45,F,1 to 3,0
2910,Caucasian,25 to 45,M,0,0
8016,African-American,25 to 45,F,More than 3,1
8137,African-American,Less than 25,F,1 to 3,0
5833,Caucasian,Greater than 45,F,1 to 3,0
10234,African-American,25 to 45,F,1 to 3,1
8865,Caucasian,Greater than 45,F,0,0
6850,Caucasian,Less than 25,F,0,1
3041,Caucasian,25 to 45,M,0,1
1768,African-American,Greater than 45,F,0,0
5333,African-American,Less than 25,F,0,0
3904,African-American,Greater than 45,M,0,0
1197,African-American,Less than 25,F,1 to 3,1
6932,Caucasian,Less than 25,F,1 to 3,1
9094,African-American,Less than 25,F,1 to 3,1
2854,African-American,25 to 45,F,1 to 3,1
10111,African-American,25 to 45,F,0,0
3087,African-American,25 to 45,F,1 to 3,1
10494,African-American,25 to 45,M,1 to 3,0
452,Caucasian,Greater than 45,F,0,0
4388,Caucasian,25 to 45,F,1 to 3,1
1063,African-American,25 to 45,M,More than 3,1
9004,African-American,Less than 25,F,0,0
588,African-American,25 to 45,F,More than 3,1
9756,African-American,25 to 45,M,More than 3,1
856,Caucasian,25 to 45,F,1 to 3,0
228,African-American,25 to 45,F,More than 3,1
7987,Caucasian,25 to 45,F,More than 3,1
3232,African-American,Greater than 45,F,0,0
7423,African-American,Greater than 45,F,0,0
3543,Caucasian,25 to 45,F,More than 3,1
10506,African-American,25 to 45,F,More than 3,1
10870,Caucasian,25 to 45,F,More than 3,1
1626,African-American,25 to 45,F,0,1
10020,Caucasian,25 to 45,F,0,0
6583,African-American,25 to 45,F,0,0
4808,African-American,Greater than 45,F,More than 3,1
7966,African-American,25 to 45,F,More than 3,1
1499,African-American,25 to 45,F,More than 3,1
10653,African-American,25 to 45,F,0,0
3696,African-American,Less than 25,F,1 to 3,0
8908,African-American,Greater than 45,F,More than 3,0
4436,African-American,Less than 25,F,More than 3,1
6149,African-American,Less than 25,F,0,1
8405,African-American,25 to 45,F,1 to 3,0
1008,Caucasian,Greater than 45,M,1 to 3,0
9621,Caucasian,Greater than 45,F,0,0
10018,African-American,Less than 25,F,0,0
2762,African-American,Less than 25,F,1 to 3,1
5258,Caucasian,Greater than 45,M,1 to 3,0
6608,Caucasian,25 to 45,F,More than 3,1
7744,Caucasian,Greater than 45,M,More than 3,1
9022,African-American,25 to 45,F,More than 3,1
1634,Caucasian,25 to 45,F,1 to 3,0
9966,African-American,Greater than 45,M,More than 3,1
7725,African-American,Greater than 45,M,0,0
5854,African-American,25 to 45,M,0,0
