id,race,age_cat,c_charge_degree,priors_count,is_recid
5695,Caucasian,Greater than 45,M,0,0
10786,Caucasian,Greater than 45,M,1 to 3,0
4442,Caucasian,Less than 25,F,More than 3,0
3862,Caucasian,25 to 45,M,0,0
2048,African-American,Less than 25,F,1 to 3,1
7392,African-American,Greater than 45,F,1 to 3,0
9119,African-American,25 to 45,F,More than 3,1
4841,Caucasian,Greater than 45,M,0,0
10344,African-American,25 to 45,F,0,0
24,Caucasian,25 to 45,F,More than 3,1
4911,African-American,Less than 25,F,0,0
909,African-American,Less than 25,F,1 to 3,0
10505,African-American,Less than 25,F,0,0
5769,African-American,25 to 45,M,1 to 3,0
8099,Caucasian,25 to 45,M,0,0
6221,Caucasian,25 to 45,M,1 to 3,0
2129,African-American,Less than 25,F,0,1
5278,Caucasian,Less than 25,F,0,1
10585,African-American,25 to 45,F,1 to 3,0
10967,African-American,25 to 45,M,1 to 3,1
9506,African-American,Less than 25,M,0,1
3042,African-American,25 to 45,M,More than 3,0
4672,Caucasian,Greater than 45,F,More than 3,1
1924,African-American,Less than 25,F,0,1
42,African-American,25 to 45,F,More than 3,1
4086,African-American,25 to 45,M,More than 3,1
8667,African-American,25 to 45,F,More than 3,1
3163,Caucasian,25 to 45,M,0,0
4933,African-American,25 to 45,F,More than 3,0
2292,Caucasian,25 to 45,F,0,0
6976,Caucasian,25 to 45,M,0,0
8168,African-American,Less than 25,M,0,1
4080,African-American,Less than 25,F,0,0
798,Caucasian,Greater than 45,F,1 to 3,1
10052,African-American,25 to 45,F,1 to 3,0
7247,African-American,Less than 25,F,1 to 3,1
1452,Caucasian,Less than 25,M,0,1
10040,African-American,Greater than 45,M,1 to 3,1
5818,African-American,Less than 25,F,0,0
572,African-American,25 to 45,F,1 to 3,0
5970,Caucasian,25 to 45,F,1 to 3,0
4682,Caucasian,25 to 45,M,1 to 3,0
1060,African-American,25 to 45,F,1 to 3,0
5003,African-American,25 to 45,F,More than 3,1
8611,African-American,25 to 45,F,More than 3,1
8702,Caucasian,25 to 45,M,More than 3,1
3626,Caucasian,Greater than 45,F,0,0
3483,Caucasian,25 to 45,M,0,0
5988,Caucasian,Less than 25,M,0,0
3596,Caucasian,Greater than 45,F,0,0
5349,Caucasian,Less than 25,F,0,1
5628,Caucasian,25 to 45,F,1 to 3,0
2208,African-American,25 to 45,F,1 to 3,1
9207,African-American,25 to 45,M,1 to 3,0
3720,Caucasian,Greater than 45,F,More than 3,1
962,Caucasian,25 to 45,M,More than 3,0
2002,Caucasian,Greater than 45,M,More than 3,0
10889,African-American,Greater than 45,F,More than 3,0
7497,African-American,Less than 25,F,0,1
2788,Caucasian,Greater than 45,F,0,0
2604,African-American,25 to 45,F,More than 3,1
987,African-American,25 to 45,F,More than 3,1
10383,African-American,25 to 45,F,More than 3,1
6368,African-American,25 to 45,F,More than 3,1
6189,Caucasian,Greater than 45,F,1 to 3,1
2246,African-American,Less than 25,F,1 to 3,0
5395,African-American,25 to 45,F,1 to 3,1
6883,Caucasian,Greater than 45,M,1 to 3,0
654,Caucasian,25 to 45,F,0,0
8425,African-American,Greater than 45,M,More than 3,1
1408,African-American,25 to 45,M,More than 3,1
10568,Caucasian,25 to 45,F,More than 3,0
10871,Caucasian,25 to 45,M,0,0
4031,African-American,Greater than 45,M,0,0
10699,African-American,Greater than 45,F,More than 3,1
9043,Caucasian,25 to 45,F,More than 3,1
469,African-American,Less than 25,F,0,1
4085,Caucasian,Greater than 45,F,1 to 3,0
5604,African-American,25 to 45,F,More than 3,0
8646,Caucasian,Less than 25,M,0,0
2746,Caucasian,Greater than 45,M,1 to 3,1
8496,Caucasian,Less than 25,F,0,1
633,Caucasian,Greater than 45,M,1 to 3,0
4033,African-American,25 to 45,F,0,0
1691,Caucasian,25 to 45,M,More than 3,0
2374,African-American,Less than 25,M,0,1
2879,Caucasian,25 to 45,M,0,0
5508,African-American,25 to 45,M,1 to 3,0
2732,African-American,Greater than 45,F,More than 3,1
8638,African-American,25 to 45,F,More than 3,1
8003,Caucasian,25 to 45,F,0,0
9997,African-American,Less than 25,M,0,1
10934,Caucasian,25 to 45,M,0,0
4448,African-American,25 to 45,F,0,0
10376,Caucasian,Greater than 45,M,0,0
1086,African-American,Less than 25,F,1 to 3,0
4722,Caucasian,25 to 45,M,0,0
9156,Caucasian,Less than 25,F,More than 3,1
9875,African-American,25 to 45,F,1 to 3,1
1490,African-American,25 to 45,M,More than 3,1
7960,Caucasian,Greater than 45,M,1 to 3,1
6838,Caucasian,25 to 45,F,1 to 3,1
1776,African-American,Less than 25,F,0,1
9257,African-American,25 to 45,F,0,0
9656,African-American,25 to 45,F,More than 3,1
628,Caucasian,25 to 45,M,0,1
2224,Caucasian,Less than 25,F,1 to 3,0
9224,Caucasian,25 to 45,F,0,0
5496,African-American,Less than 25,F,1 to 3,0
6096,African-American,Less than 25,M,1 to 3,1
8551,Caucasian,Greater than 45,F,1 to 3,0
6763,Caucasian,25 to 45,M,0,0
4452,African-American,25 to 45,F,More than 3,1
5033,African-American,25 to 45,F,0,0
4414,Caucasian,25 to 45,M,0,0
3203,Caucasian,Less than 25,F,0,0
3407,Caucasian,Greater than 45,M,1 to 3,0
6196,African-American,Less than 25,F,1 to 3,1
6638,African-American,Less than 25,F,1 to 3,1
5635,Caucasian,Greater than 45,M,1 to 3,0
1093,Caucasian,Less than 25,M,0,0
5735,African-American,25 to 45,F,0,1
6100,Caucasian,25 to 45,F,0,1
2087,African-American,Less than 25,M,1 to 3,1
9969,Caucasian,Greater than 45,F,More than 3,1
10994,African-American,25 to 45,M,0,1
3200,African-American,25 to 45,F,1 to 3,1
158,Caucasian,25 to 45,M,0,0
10766,African-American,25 to 45,F,More than 3,1
2959,African-American,25 to 45,M,1 to 3,0
10045,African-American,Less than 25,M,0,1
3584,Caucasian,25 to 45,M,0,0
9473,African-American,25 to 45,F,More than 3,0
5341,Caucasian,25 to 45,F,More than 3,1
9240,African-American,25 to 45,F,1 to 3,1
3138,African-American,25 to 45,F,More than 3,1
814,Caucasian,25 to 45,F,1 to 3,1
5539,African-American,25 to 45,F,More than 3,1
3692,African-American,25 to 45,F,More than 3,1
4330,African-American,25 to 45,M,1 to 3,1
364,African-American,25 to 45,F,0,0
7975,Caucasian,Less than 25,F,More than 3,1
10996,African-American,Less than 25,F,0,0
5171,Caucasian,25 to 45,F,0,0
4787,African-American,25 to 45,F,0,0
3744,African-American,Greater than 45,M,1 to 3,0
6442,African-American,Less than 25,M,1 to 3,1
223,African-American,25 to 45,F,More than 3,1
805,Caucasian,25 to 45,F,More than 3,1
622,Caucasian,25 to 45,M,0,0
3362,African-American,Less than 25,F,More than 3,1
5337,African-American,Greater than 45,M,1 to 3,1
2509,African-American,Less than 25,F,1 to 3,1
1829,Caucasian,25 to 45,F,0,0
10229,African-American,25 to 45,F,1 to 3,0
2538,Caucasian,Greater than 45,M,1 to 3,0
1906,Caucasian,25 to 45,M,1 to 3,0
3783,Caucasian,25 to 45,F,0,0
7130,Caucasian,25 to 45,F,More than 3,1
5515,African-American,Greater than 45,M,1 to 3,0
6983,African-American,Greater than 45,M,More than 3,0
6159,African-American,25 to 45,F,More than 3,0
6722,Caucasian,25 to 45,M,1 to 3,0
5738,African-American,Greater than 45,F,1 to 3,0
7144,African-American,25 to 45,M,1 to 3,0
4064,Caucasian,25 to 45,F,1 to 3,0
1909,Caucasian,Greater than 45,M,0,0
5108,Caucasian,Greater than 45,M,0,0
2196,African-American,Greater than 45,M,More than 3,0
2078,Caucasian,25 to 45,F,More than 3,1
3655,African-American,Greater than 45,F,1 to 3,0
2533,Caucasian,Less than 25,M,0,1
5633,African-American,25 to 45,M,0,0
7043,African-American,25 to 45,F,0,0
5096,African-American,25 to 45,M,0,0
9476,African-American,25 to 45,F,1 to 3,0
1061,African-American,Greater than 45,F,0,0
6284,African-American,Less than 25,F,0,0
4348,African-American,Less than 25,F,0,1
7293,African-American,25 to 45,M,More than 3,0
4579,African-American,Greater than 45,F,0,1
1642,Caucasian,25 to 45,M,1 to 3,0
417,African-American,25 to 45,F,0,0
10584,Caucasian,25 to 45,F,1 to 3,1
2151,Caucasian,25 to 45,M,1 to 3,1
5428,Caucasian,25 to 45,F,More than 3,1
9963,African-American,Less than 25,F,1 to 3,0
6384,African-American,Less than 25,F,More than 3,1
2771,Caucasian,25 to 45,M,1 to 3,0
8657,Caucasian,25 to 45,F,0,1
5601,Caucasian,Greater than 45,F,1 to 3,0
6904,African-American,Less than 25,F,1 to 3,0
9534,African-American,Greater than 45,F,More than 3,1
184,African-American,25 to 45,F,1 to 3,1
8120,African-American,25 to 45,M,More than 3,0
6948,African-American,25 to 45,F,0,0
1219,African-American,25 to 45,M,0,0
8434,African-American,25 to 45,F,0,1
831,Caucasian,Greater than 45,M,1 to 3,0
2027,African-American,25 to 45,F,0,1
1700,African-American,25 to 45,M,0,1
3419,African-American,25 to 45,F,More than 3,1
4357,African-American,25 to 45,M,1 to 3,1
4421,African-American,Greater than 45,F,More than 3,1
9475,African-American,25 to 45,F,1 to 3,0
4982,Caucasian,25 to 45,M,1 to 3,0
2226,Caucasian,25 to 45,M,1 to 3,1
9322,African-American,Less than 25,F,1 to 3,1
7914,Caucasian,Greater than 45,M,0,0
7335,African-American,Less than 25,F,1 to 3,1
5546,Caucasian,Greater than 45,M,0,0
8386,African-American,Less than 25,F,0,0
953,African-American,25 to 45,M,0,0
637,Caucasian,Less than 25,F,1 to 3,1
8361,African-American,25 to 45,F,More than 3,0
2389,African-American,25 to 45,M,1 to 3,0
5659,Caucasian,25 to 45,M,1 to 3,0
2643,Caucasian,25 to 45,F,0,0
8974,African-American,Less than 25,F,1 to 3,1
10148,African-American,25 to 45,M,More than 3,1
6107,Caucasian,Less than 25,F,0,0
228,African-American,25 to 45,F,More than 3,1
1254,African-American,25 to 45,F,More than 3,0
10059,African-American,25 to 45,F,More than 3,0
10196,Caucasian,25 to 45,F,More than 3,0
246,Caucasian,Greater than 45,M,1 to 3,0
4453,African-American,25 to 45,F,More than 3,1
7493,African-American,Less than 25,F,0,1
2908,African-American,Less than 25,F,0,0
3577,African-American,25 to 45,F,More than 3,0
1336,Caucasian,Greater than 45,F,1 to 3,1
6108,African-American,25 to 45,F,0,1
6859,Caucasian,Less than 25,F,0,1
9817,African-American,25 to 45,F,1 to 3,1
7728,African-American,25 to 45,F,More than 3,1
1706,African-American,25 to 45,M,More than 3,1
743,African-American,25 to 45,F,1 to 3,0
2962,African-American,25 to 45,M,1 to 3,0
10159,Caucasian,Greater than 45,F,0,0
8622,African-American,25 to 45,F,1 to 3,1
7166,African-American,25 to 45,F,1 to 3,0
9845,African-American,Greater than 45,M,0,1
9563,Caucasian,Less than 25,F,1 to 3,0
2837,African-American,Greater than 45,M,1 to 3,0
522,Caucasian,25 to 45,F,0,0
9777,African-American,25 to 45,F,0,1
4063,Caucasian,25 to 45,F,More than 3,1
10072,Caucasian,25 to 45,F,More than 3,1
3159,Caucasian,25 to 45,F,0,0
4591,Caucasian,25 to 45,F,More than 3,0
10672,African-American,Greater than 45,M,More than 3,0
7578,African-American,25 to 45,M,1 to 3,0
2793,African-American,25 to 45,F,More than 3,0
3512,African-American,25 to 45,F,More than 3,1
7522,African-American,25 to 45,F,More than 3,1
8568,African-American,Less than 25,F,More than 3,1
6685,African-American,25 to 45,M,0,0
4105,Caucasian,25 to 45,F,More than 3,1
3444,Caucasian,25 to 45,F,0,1
3427,Caucasian,25 to 45,M,0,0
10883,African-American,25 to 45,F,1 to 3,1
9279,Caucasian,25 to 45,M,0,0
25,African-American,Greater than 45,F,More than 3,1
6106,African-American,25 to 45,F,More than 3,0
4388,Caucasian,25 to 45,F,1 to 3,1
6066,Caucasian,Greater than 45,M,More than 3,0
7690,Caucasian,Greater than 45,F,More than 3,1
9606,Caucasian,25 to 45,F,1 to 3,1
7359,Caucasian,Less than 25,F,1 to 3,0
4817,African-American,25 to 45,M,1 to 3,1
3628,African-American,Less than 25,F,More than 3,1
2848,Caucasian,Less than 25,M,0,1
9918,Caucasian,25 to 45,M,1 to 3,0
2991,African-American,Greater than 45,F,More than 3,1
7734,African-American,25 to 45,F,0,1
5061,African-American,Less than 25,F,1 to 3,1
4139,African-American,25 to 45,M,More than 3,1
